index,lang_samp
322,sl
323,et
324,it
325,da
326,sl
327,pl
328,cs
329,da
330,hu
331,bg
332,et
333,et
334,bg
335,fi
336,pt
337,cs
338,da
339,el
340,nl
341,da
342,ro
343,fr
344,fr
345,it
346,pl
347,lv
348,fr
349,pt
350,sl
351,lv
352,pt
353,sv
354,fr
355,pl
356,ro
357,fr
358,bg
359,et
360,pt
361,et
362,sl
363,el
364,cs
365,nl
366,nl
367,ro
368,sk
369,pl
370,fr
371,lt
372,it
373,fi
374,pl
375,da
376,pl
377,lv
378,sk
379,pl
380,lv
381,bg
382,es
383,es
384,fr
385,da
386,fr
387,pt
388,sk
389,sv
390,it
391,ro
392,ro
393,sl
394,de
395,de
396,bg
397,cs
398,pt
399,ro
400,sk
401,pt
402,cs
403,sk
404,el
405,fr
406,ro
407,et
408,fr
409,pt
410,hu
411,fr
412,lt
413,lt
414,fr
415,sv
416,el
417,pt
418,hu
419,ro
420,fr
421,es
422,el
423,de
424,et
425,el
426,fr
427,et
428,es
429,cs
430,sv
431,hu
432,ro
433,hu
434,da
435,de
436,sk
437,cs
438,el
439,de
440,ro
441,de
442,es
443,bg
444,ro
445,fr
446,nl
447,lv
448,sk
449,sl
450,hu
451,hu
452,de
453,el
454,fr
455,hu
456,cs
457,el
458,fr
459,pl
460,sk
461,ro
462,da
463,sk
464,et
465,fr
466,da
467,hu
468,it
469,es
470,ro
471,nl
472,fr
473,pl
474,el
475,pl
476,de
477,sv
478,sv
479,pl
480,es
481,lt
482,nl
483,ro
484,pl
485,da
486,et
487,sl
488,lt
489,el
490,fr
491,it
492,de
493,sl
494,cs
495,hu
496,de
497,pt
498,lv
499,pl
500,da
501,et
502,ro
503,ro
504,de
505,bg
506,fr
507,bg
508,el
509,de
510,nl
511,nl
512,sl
513,el
514,da
515,fi
516,nl
517,fi
518,sk
519,el
520,lv
521,et
522,de
523,it
524,pt
525,es
526,lv
527,hu
528,ro
529,bg
530,it
531,cs
532,pl
533,es
534,de
535,bg
536,da
537,pl
538,it
539,ro
540,de
541,ro
542,es
543,lv
544,sk
545,el
546,sv
547,pl
548,de
549,da
550,sv
551,bg
552,fr
553,da
554,da
555,da
556,sv
557,ro
558,sk
559,da
560,pt
561,da
562,fr
563,de
564,cs
565,sl
566,pl
567,nl
568,ro
569,fr
570,de
571,fi
572,lv
573,lt
574,lv
575,da
576,sv
577,ro
578,lv
579,nl
580,sk
581,bg
582,sl
583,et
584,fr
585,bg
586,fr
587,lv
588,sl
589,pt
590,pt
591,hu
592,pl
593,nl
594,et
595,lv
596,de
597,da
598,lt
599,hu
600,el
601,de
602,lv
603,hu
604,fi
605,sv
606,pt
607,it
608,et
609,da
610,pl
611,lv
612,de
613,de
614,fr
615,cs
616,hu
617,lv
618,lv
619,pt
620,es
621,pt
622,bg
623,fr
624,ro
625,pt
626,lt
627,el
628,nl
629,ro
630,fi
631,pt
632,sl
633,da
634,ro
635,pl
636,nl
637,sk
638,el
639,cs
640,it
641,lt
642,nl
643,ro
644,fi
645,pt
646,fi
647,hu
648,pl
649,fr
650,hu
651,fr
652,et
653,pl
654,de
655,da
656,fr
657,fr
658,de
659,fr
660,cs
661,sv
662,cs
663,hu
664,lt
665,ro
666,sv
667,fi
668,pt
669,lv
670,lt
671,lt
672,hu
673,et
674,et
675,nl
676,da
677,cs
678,ro
679,lv
680,el
681,fr
682,it
683,fr
684,ro
685,pt
686,hu
687,it
688,it
689,lv
690,lv
691,es
692,da
693,cs
694,pt
695,lt
696,lt
697,it
698,nl
699,es
700,ro
701,fr
702,lt
703,fr
704,sv
705,es
706,bg
707,lv
708,lv
709,ro
710,ro
711,hu
712,el
713,sl
714,sl
715,bg
716,de
717,pt
718,fi
719,fi
720,fr
721,cs
722,lv
723,hu
724,nl
725,ro
726,it
727,ro
728,it
729,sv
730,et
731,lt
732,hu
733,bg
734,fi
735,fr
736,sk
737,et
738,cs
739,da
740,sl
741,lt
742,cs
743,da
744,lv
745,sv
746,cs
747,lt
748,da
749,de
750,lt
751,nl
752,ro
753,it
754,fi
755,it
756,da
757,fi
758,ro
759,lt
760,hu
761,da
762,ro
763,el
764,ro
765,bg
766,ro
767,bg
768,pl
769,de
770,da
771,nl
772,da
773,lv
774,et
775,da
776,sk
777,pl
778,it
779,fr
780,et
781,et
782,it
783,el
784,pt
785,sv
786,da
787,et
788,et
789,hu
790,cs
791,sl
792,da
793,da
794,sv
795,sv
796,sl
797,el
798,pl
799,bg
800,de
801,lv
802,fi
803,sk
804,lt
805,fr
806,sv
807,ro
808,bg
809,fi
810,de
811,nl
812,sk
813,it
814,it
815,fr
816,bg
817,bg
818,da
819,et
820,el
821,da
822,sv
823,pt
824,da
825,da
826,fr
827,pt
828,sk
829,sv
830,it
831,pl
832,hu
833,cs
834,sv
835,ro
836,ro
837,lv
838,bg
839,da
840,et
841,ro
842,da
843,fr
844,sl
845,bg
846,pt
847,fi
848,cs
849,da
850,hu
851,fr
852,fr
853,cs
854,cs
855,it
856,hu
857,nl
858,da
859,bg
860,lt
861,bg
862,ro
863,nl
864,et
865,nl
866,cs
867,de
868,lt
869,es
870,et
871,lt
872,fr
873,hu
874,pl
875,da
876,de
877,bg
878,ro
879,lt
880,ro
881,cs
882,lt
883,ro
884,sl
885,pt
886,sk
887,pt
888,lv
889,es
890,sv
891,es
892,sl
893,nl
894,bg
895,cs
896,lt
897,pl
898,lv
899,da
900,hu
901,pt
902,fr
903,sk
904,ro
905,de
906,de
907,hu
908,pt
909,it
910,lv
911,hu
912,lt
913,bg
914,es
915,sv
916,pl
917,sl
918,ro
919,es
920,bg
921,sv
922,hu
923,ro
924,da
925,fr
926,it
927,da
928,pl
929,et
930,es
931,el
932,bg
933,de
934,ro
935,lt
936,sv
937,nl
938,sv
939,hu
940,lv
941,ro
942,da
943,es
944,da
945,es
946,pl
947,it
948,sl
949,it
950,pt
951,et
952,cs
953,sv
954,el
955,nl
956,es
957,sk
958,hu
959,el
960,fr
961,de
962,bg
963,sv
964,fr
965,cs
966,sl
967,ro
968,sv
969,sv
970,lv
971,da
972,de
973,bg
974,lt
975,pl
976,sk
977,nl
978,el
979,sk
980,de
981,nl
982,pt
983,sl
984,sk
985,sv
986,bg
987,fr
988,pt
989,sv
990,hu
991,it
992,de
993,bg
994,el
995,pl
996,sv
997,sk
998,sv
999,it
1000,lt
1001,nl
1002,ro
1003,hu
1004,el
1005,da
1006,et
1007,nl
1008,pt
1009,ro
1010,de
1011,ro
1012,hu
1013,cs
1014,fr
1015,lv
1016,it
1017,ro
1018,sk
1019,fr
1020,el
1021,el
1022,bg
1023,et
1024,ro
1025,sl
1026,pl
1027,it
1028,it
1029,fr
1030,sv
1031,ro
1032,et
1033,et
1034,pt
1035,bg
1036,fr
1037,pl
1038,da
1039,sl
1040,bg
1041,ro
1042,it
1043,sv
1044,lv
1045,da
1046,ro
1047,ro
1048,ro
1049,sv
1050,lt
1051,de
1052,de
1053,fr
1054,fr
1055,nl
1056,sk
1057,lt
1058,fr
1059,ro
1060,sv
1061,sl
1062,fr
1063,lt
1064,hu
1065,el
1066,sl
1067,sl
1068,hu
1069,sk
1070,hu
1071,hu
1072,de
1073,de
1074,lt
1075,da
1076,fr
1077,ro
1078,it
1079,ro
1080,pl
1081,pt
1082,sl
1083,da
1084,pl
1085,ro
1086,lv
1087,et
1088,es
1089,sl
1090,nl
1091,sl
1092,it
1093,hu
1094,nl
1095,sl
1096,fr
1097,es
1098,bg
1099,sv
1100,cs
1101,ro
1102,hu
1103,da
1104,et
1105,bg
1106,sk
1107,fr
1108,ro
1109,da
1110,lt
1111,hu
1112,it
1113,fr
1114,fr
1115,lt
1116,el
1117,pt
1118,hu
1119,sl
1120,ro
1121,et
1122,da
1123,fr
1124,ro
1125,sk
1126,lt
1127,ro
1128,fi
1129,es
1130,pl
1131,de
1132,sk
1133,de
1134,fr
1135,el
1136,et
1137,fr
1138,bg
1139,sv
1140,sk
1141,pt
1142,sl
1143,de
1144,hu
1145,el
1146,lt
1147,sl
1148,nl
1149,hu
1150,ro
1151,lv
1152,pt
1153,sk
1154,et
1155,pt
1156,sk
1157,es
1158,lv
1159,it
1160,fr
1161,pl
1162,nl
1163,pt
1164,nl
1165,et
1166,fr
1167,sv
1168,sl
1169,fi
1170,pt
1171,ro
1172,ro
1173,it
1174,de
1175,ro
1176,ro
1177,hu
1178,bg
1179,da
1180,da
1181,ro
1182,sl
1183,pl
1184,ro
1185,de
1186,lv
1187,it
1188,hu
1189,fr
1190,hu
1191,bg
1192,nl
1193,lt
1194,pl
1195,sk
1196,cs
1197,cs
1198,da
1199,da
1200,fi
1201,ro
1202,fr
1203,fr
1204,bg
1205,fr
1206,sv
1207,bg
1208,hu
1209,lt
1210,cs
1211,da
1212,da
1213,ro
1214,es
1215,es
1216,hu
1217,fr
1218,nl
1219,ro
1220,lt
1221,et
1222,sl
1223,sk
1224,fr
1225,da
1226,sl
1227,de
1228,es
1229,it
1230,ro
1231,fi
1232,da
1233,ro
1234,lt
1235,es
1236,de
1237,de
1238,da
1239,pl
1240,hu
1241,fr
1242,cs
1243,hu
1244,et
1245,sv
1246,lt
1247,et
1248,fr
1249,de
1250,da
1251,sl
1252,ro
1253,pl
1254,es
1255,sv
1256,el
1257,bg
1258,sl
1259,sv
1260,lv
1261,lt
1262,hu
1263,sv
1264,fr
1265,es
1266,it
1267,fi
1268,da
1269,lt
1270,el
1271,pl
1272,sv
1273,pt
1274,ro
1275,nl
1276,sv
1277,ro
1278,fi
1279,da
1280,lv
1281,hu
1282,sk
1283,fr
1284,da
1285,it
1286,da
1287,fi
1288,cs
1289,sk
1290,de
1291,nl
1292,da
1293,ro
1294,fr
1295,nl
1296,sk
1297,da
1298,et
1299,ro
1300,ro
1301,lv
1302,sl
1303,sv
1304,hu
1305,et
1306,lt
1307,et
1308,bg
1309,it
1310,ro
1311,sv
1312,nl
1313,nl
1314,sv
1315,sl
1316,sv
1317,fr
1318,fr
1319,pl
1320,hu
1321,sk
1322,da
1323,bg
1324,da
1325,ro
1326,nl
1327,da
1328,ro
1329,hu
1330,sl
1331,da
1332,lv
1333,pl
1334,cs
1335,el
1336,sv
1337,cs
1338,da
1339,hu
1340,et
1341,da
1342,nl
1343,de
1344,ro
1345,de
1346,lt
1347,da
1348,da
1349,sl
1350,fr
1351,it
1352,ro
1353,bg
1354,pl
1355,el
1356,sv
1357,sv
1358,cs
1359,pl
1360,pt
1361,pl
1362,et
1363,el
1364,fi
1365,es
1366,et
1367,pl
1368,de
1369,sk
1370,sl
1371,lt
1372,ro
1373,el
1374,lt
1375,ro
1376,bg
1377,pl
1378,bg
1379,sl
1380,fr
1381,da
1382,pl
1383,ro
1384,et
1385,et
1386,es
1387,pt
1388,sl
1389,et
1390,lt
1391,fr
1392,pl
1393,lt
1394,fr
1395,ro
1396,hu
1397,cs
1398,sl
1399,cs
1400,et
1401,sl
1402,sk
1403,fr
1404,de
1405,ro
1406,da
1407,bg
1408,et
1409,pl
1410,bg
1411,sk
1412,pt
1413,lv
1414,nl
1415,ro
1416,de
1417,ro
1418,lt
1419,pt
1420,ro
1421,ro
1422,pl
1423,sl
1424,lt
1425,it
1426,sv
1427,da
1428,ro
1429,ro
1430,es
1431,pl
1432,bg
1433,es
1434,sk
1435,bg
1436,el
1437,et
1438,pt
1439,ro
1440,et
1441,pl
1442,ro
1443,es
1444,fr
1445,fr
1446,da
1447,pl
1448,pt
1449,sk
1450,it
1451,fr
1452,hu
1453,ro
1454,cs
1455,el
1456,et
1457,ro
1458,fr
1459,pt
1460,cs
1461,sl
1462,bg
1463,fr
1464,fr
1465,da
1466,da
1467,fi
1468,pt
1469,cs
1470,et
1471,pt
1472,sk
1473,de
1474,da
1475,fr
1476,bg
1477,ro
1478,sl
1479,fi
1480,lv
1481,fi
1482,da
1483,sk
1484,et
1485,fr
1486,fr
1487,ro
1488,lt
1489,nl
1490,es
1491,bg
1492,sv
1493,sk
1494,pl
1495,it
1496,fr
1497,ro
1498,bg
1499,lv
1500,da
1501,sl
1502,fi
1503,el
1504,pl
1505,nl
1506,ro
1507,fi
1508,nl
1509,lv
1510,bg
1511,it
1512,sk
1513,el
1514,hu
1515,de
1516,ro
1517,pl
1518,fr
1519,hu
1520,sl
1521,da
1522,da
1523,bg
1524,sv
1525,ro
1526,cs
1527,da
1528,da
1529,pl
1530,ro
1531,pt
1532,fi
1533,da
1534,fi
1535,lv
1536,pt
1537,el
1538,lt
1539,fr
1540,el
1541,da
1542,pl
1543,ro
1544,pl
1545,lt
1546,sv
1547,de
1548,lv
1549,pt
1550,pt
1551,hu
1552,sk
1553,pt
1554,lv
1555,lv
1556,nl
1557,nl
1558,et
1559,cs
1560,sl
1561,lv
1562,nl
1563,sk
1564,de
1565,et
1566,el
1567,fi
1568,bg
1569,de
1570,hu
1571,lt
1572,ro
1573,da
1574,fr
1575,ro
1576,ro
1577,et
1578,el
1579,sv
1580,ro
1581,cs
1582,nl
1583,pt
1584,bg
1585,et
1586,de
1587,ro
1588,lv
1589,da
1590,sl
1591,de
1592,sl
1593,nl
1594,it
1595,pt
1596,da
1597,fi
1598,fi
1599,it
1600,bg
1601,pl
1602,et
1603,fi
1604,sv
1605,pl
1606,cs
1607,el
1608,it
1609,da
1610,fr
1611,sl
1612,pl
1613,pl
1614,sl
1615,bg
1616,lt
1617,hu
1618,et
1619,ro
1620,sv
1621,sk
1622,nl
1623,cs
1624,it
1625,el
1626,sk
1627,sv
1628,it
1629,sl
1630,pt
1631,et
1632,pt
1633,ro
1634,cs
1635,sl
1636,sl
1637,lt
1638,sv
1639,hu
1640,nl
1641,pl
1642,sl
1643,da
1644,pt
1645,sv
1646,lv
1647,lt
1648,sv
1649,sv
1650,sk
1651,lv
1652,it
1653,pl
1654,pt
1655,bg
1656,fr
1657,fr
1658,hu
1659,bg
1660,it
1661,et
1662,et
1663,bg
1664,it
1665,fr
1666,cs
1667,es
1668,hu
1669,lv
1670,bg
1671,ro
1672,bg
1673,el
1674,fi
1675,pl
1676,es
1677,bg
1678,et
1679,et
1680,pl
1681,lv
1682,ro
1683,pt
1684,el
1685,de
1686,pl
1687,fr
1688,da
1689,el
1690,hu
1691,pl
1692,fr
1693,fr
1694,pt
1695,pt
1696,da
1697,bg
1698,lv
1699,pt
1700,sv
1701,ro
1702,sk
1703,lt
1704,it
1705,sv
1706,fr
1707,lv
1708,bg
1709,ro
1710,lt
1711,sv
1712,es
1713,sv
1714,it
1715,fr
1716,de
1717,sv
1718,fr
1719,bg
1720,hu
1721,bg
1722,cs
1723,pt
1724,cs
1725,nl
1726,it
1727,it
1728,lt
1729,sv
1730,et
1731,fr
1732,ro
1733,et
1734,lt
1735,fi
1736,sl
1737,lt
1738,sl
1739,ro
1740,nl
1741,it
1742,sv
1743,lv
1744,pt
1745,de
1746,de
1747,hu
1748,lv
1749,sl
1750,da
1751,da
1752,ro
1753,nl
1754,cs
1755,lt
1756,sl
1757,bg
1758,da
1759,pl
1760,el
1761,da
1762,sv
1763,bg
1764,et
1765,fr
1766,nl
1767,sl
1768,et
1769,lv
1770,sk
1771,da
1772,lv
1773,hu
1774,bg
1775,et
1776,sl
1777,fi
1778,el
1779,lv
1780,sk
1781,nl
1782,ro
1783,lv
1784,da
1785,fr
1786,pt
1787,cs
1788,hu
1789,et
1790,sk
1791,sl
1792,et
1793,bg
1794,fi
1795,da
1796,de
1797,sv
1798,fi
1799,pl
1800,et
1801,sk
1802,fi
1803,nl
1804,de
1805,da
1806,lv
1807,sv
1808,et
1809,sv
1810,sl
1811,es
1812,ro
1813,es
1814,fr
1815,bg
1816,pt
1817,de
1818,pl
1819,es
1820,hu
1821,ro
1822,ro
1823,bg
1824,sl
1825,hu
1826,ro
1827,fr
1828,pl
1829,sv
1830,pl
1831,hu
1832,da
1833,es
1834,ro
1835,sl
1836,hu
1837,pt
1838,sk
1839,sk
1840,da
1841,sk
1842,cs
1843,de
1844,et
1845,da
1846,sv
1847,fi
1848,es
1849,da
1850,el
1851,et
1852,fr
1853,ro
1854,pl
1855,lt
1856,lt
1857,el
1858,ro
1859,ro
1860,da
1861,ro
1862,pl
1863,et
1864,fr
1865,sv
1866,el
1867,lt
1868,ro
1869,sl
1870,fr
1871,lv
1872,pl
1873,bg
1874,de
1875,ro
1876,de
1877,lt
1878,pl
1879,cs
1880,da
1881,cs
1882,lt
1883,ro
1884,es
1885,it
1886,el
1887,lv
1888,it
1889,fr
1890,cs
1891,sv
1892,ro
1893,it
1894,ro
1895,fi
1896,lt
1897,sl
1898,et
1899,fr
1900,it
1901,et
1902,pl
1903,et
1904,sl
1905,de
1906,sv
1907,lt
1908,hu
1909,cs
1910,lt
1911,lt
1912,ro
1913,sv
1914,cs
1915,sv
1916,et
1917,hu
1918,hu
1919,sk
1920,et
1921,de
1922,cs
1923,es
1924,hu
1925,sv
1926,sv
1927,et
1928,ro
1929,es
1930,el
1931,nl
1932,sl
1933,el
1934,pl
1935,da
1936,it
1937,et
1938,lv
1939,it
1940,ro
1941,ro
1942,fi
1943,lv
1944,pl
1945,pt
1946,da
1947,fr
1948,sk
1949,da
1950,pt
1951,pl
1952,sv
1953,es
1954,es
1955,fr
1956,lv
1957,et
1958,da
1959,ro
1960,fr
1961,pl
1962,da
1963,sl
1964,da
1965,sv
1966,fi
1967,da
1968,sv
1969,it
1970,el
1971,ro
1972,da
1973,ro
1974,el
1975,hu
1976,sl
1977,hu
1978,pl
1979,de
1980,pl
1981,fr
1982,pt
1983,ro
1984,fr
1985,es
1986,fr
1987,sv
1988,sl
1989,et
1990,fi
1991,de
1992,sk
1993,lt
1994,fi
1995,nl
1996,sk
1997,pt
1998,cs
1999,ro
2000,de
2001,et
2002,pl
2003,lt
2004,es
2005,pl
2006,sv
2007,bg
2008,ro
2009,it
2010,da
2011,fr
2012,ro
2013,hu
2014,lv
2015,lt
2016,sv
2017,bg
2018,ro
2019,sv
2020,ro
2021,nl
2022,sl
2023,pl
2024,lv
2025,ro
2026,bg
2027,cs
2028,sk
2029,lt
2030,el
2031,sl
2032,hu
2033,pl
2034,fr
2035,fr
2036,sv
2037,es
2038,ro
2039,bg
2040,et
2041,it
2042,da
2043,fr
2044,sl
2045,nl
2046,sl
2047,sv
2048,sk
2049,ro
2050,fr
2051,nl
2052,de
2053,it
2054,nl
2055,pt
2056,it
2057,pl
2058,pl
2059,sk
2060,sv
2061,hu
2062,cs
2063,lv
2064,hu
2065,pl
2066,lt
2067,el
2068,da
2069,sv
2070,ro
2071,nl
2072,ro
2073,it
2074,fi
2075,et
2076,pl
2077,ro
2078,lv
2079,sl
2080,sk
2081,nl
2082,sv
2083,lt
2084,pl
2085,et
2086,it
2087,ro
2088,cs
2089,pt
2090,hu
2091,ro
2092,ro
2093,sv
2094,pt
2095,ro
2096,nl
2097,de
2098,es
2099,da
2100,ro
2101,lv
2102,ro
2103,de
2104,cs
2105,fr
2106,da
2107,pt
2108,nl
2109,sv
2110,et
2111,lt
2112,cs
2113,pl
2114,da
2115,ro
2116,da
2117,ro
2118,da
2119,nl
2120,es
2121,de
2122,lt
2123,ro
2124,lv
2125,da
2126,es
2127,fi
2128,da
2129,fr
2130,lt
2131,el
2132,da
2133,da
2134,lv
2135,es
2136,fi
2137,da
2138,sl
2139,fr
2140,ro
2141,lt
2142,el
2143,it
2144,ro
2145,da
2146,sv
2147,et
2148,fi
2149,hu
2150,el
2151,ro
2152,pl
2153,lt
2154,fr
2155,es
2156,sk
2157,et
2158,it
2159,da
2160,lt
2161,ro
2162,et
2163,da
2164,nl
2165,nl
2166,it
2167,da
2168,fr
2169,hu
2170,lt
2171,lv
2172,cs
2173,cs
2174,ro
2175,fr
2176,pl
2177,lv
2178,hu
2179,cs
2180,cs
2181,el
2182,bg
2183,pt
2184,ro
2185,pl
2186,it
2187,el
2188,nl
2189,sk
2190,pt
2191,es
2192,sv
2193,lt
2194,pt
2195,lv
2196,ro
2197,sl
2198,da
2199,sv
2200,ro
2201,sl
2202,el
2203,lt
2204,da
2205,sv
2206,sv
2207,pt
2208,el
2209,fi
2210,pl
2211,ro
2212,nl
2213,hu
2214,sv
2215,es
2216,pl
2217,hu
2218,sv
2219,da
2220,ro
2221,fi
2222,ro
2223,et
2224,bg
2225,da
2226,hu
2227,el
2228,hu
2229,sk
2230,de
2231,fr
2232,it
2233,nl
2234,lt
2235,sl
2236,es
2237,ro
2238,fr
2239,sv
2240,ro
2241,pt
2242,ro
2243,es
2244,da
2245,bg
2246,ro
2247,it
2248,el
2249,es
2250,da
2251,fr
2252,bg
2253,ro
2254,hu
2255,sl
2256,sl
2257,fr
2258,bg
2259,sl
2260,da
2261,et
2262,pt
2263,sl
2264,el
2265,ro
2266,de
2267,pl
2268,de
2269,et
2270,cs
2271,bg
2272,da
2273,hu
2274,da
2275,bg
2276,ro
2277,pl
2278,lt
2279,et
2280,pt
2281,fr
2282,lt
2283,hu
2284,it
2285,sv
2286,pt
2287,it
2288,fr
2289,bg
2290,it
2291,sv
2292,bg
2293,lt
2294,nl
2295,lv
2296,it
2297,ro
2298,el
2299,hu
2300,et
2301,ro
2302,et
2303,ro
2304,es
2305,ro
2306,es
2307,et
2308,pt
2309,hu
2310,fr
2311,sl
2312,cs
2313,fr
2314,sv
2315,et
2316,cs
2317,pt
2318,cs
2319,de
2320,hu
2321,es
2322,es
2323,de
2324,pl
2325,el
2326,fr
2327,da
2328,pt
2329,lt
2330,da
2331,pl
2332,da
2333,sv
2334,cs
2335,sk
2336,et
2337,sv
2338,cs
2339,lt
2340,et
2341,fr
2342,et
2343,sl
2344,sl
2345,fr
2346,da
2347,ro
2348,el
2349,lt
2350,es
2351,el
2352,it
2353,lt
2354,nl
2355,fr
2356,da
2357,lt
2358,ro
2359,pt
2360,cs
2361,lt
2362,lt
2363,cs
2364,sk
2365,pl
2366,lt
2367,nl
2368,hu
2369,it
2370,pl
2371,da
2372,bg
2373,hu
2374,sl
2375,pl
2376,es
2377,ro
2378,nl
2379,lv
2380,it
2381,de
2382,de
2383,pt
2384,lv
2385,fi
2386,ro
2387,lt
2388,ro
2389,cs
2390,hu
2391,ro
2392,ro
2393,lt
2394,de
2395,da
2396,lv
2397,de
2398,fr
2399,et
2400,fr
2401,sv
2402,sv
2403,it
2404,hu
2405,sv
2406,sl
2407,sl
2408,da
2409,sl
2410,bg
2411,it
2412,pl
2413,fr
2414,it
2415,de
2416,es
2417,fr
2418,pl
2419,et
2420,lt
2421,hu
2422,es
2423,it
2424,pt
2425,ro
2426,da
2427,ro
2428,pt
2429,sk
2430,nl
2431,it
2432,es
2433,ro
2434,es
2435,ro
2436,it
2437,sl
2438,ro
2439,pl
2440,cs
2441,it
2442,et
2443,da
2444,lv
2445,sv
2446,sv
2447,sk
2448,cs
2449,et
2450,fi
2451,fr
2452,el
2453,ro
2454,hu
2455,et
2456,et
2457,hu
2458,cs
2459,lv
2460,fr
2461,cs
2462,fr
2463,pl
2464,fi
2465,ro
2466,sl
2467,ro
2468,lv
2469,et
2470,sv
2471,it
2472,it
2473,da
2474,lt
2475,it
2476,ro
2477,el
2478,da
2479,ro
2480,lv
2481,de
2482,nl
2483,ro
2484,ro
2485,sk
2486,el
2487,it
2488,es
2489,pl
2490,ro
2491,sl
2492,pl
2493,de
2494,sl
2495,fi
2496,lt
2497,ro
2498,bg
2499,lv
2500,es
2501,et
2502,pt
2503,sv
2504,nl
2505,sv
2506,lv
2507,pt
2508,lt
2509,sv
2510,da
2511,hu
2512,hu
2513,da
2514,pl
2515,fr
2516,it
2517,de
2518,et
2519,fr
2520,nl
2521,sl
2522,lv
2523,cs
2524,ro
2525,it
2526,sk
2527,lt
2528,pt
2529,da
2530,et
2531,hu
2532,sk
2533,sl
2534,sl
2535,lv
2536,it
2537,cs
2538,el
2539,bg
2540,sv
2541,lv
2542,da
2543,et
2544,hu
2545,lt
2546,nl
2547,cs
2548,hu
2549,nl
2550,ro
2551,pl
2552,pt
2553,nl
2554,hu
2555,pt
2556,da
2557,lv
2558,fr
2559,pl
2560,da
2561,ro
2562,nl
2563,it
2564,nl
2565,et
2566,sv
2567,lt
2568,pl
2569,ro
2570,ro
2571,bg
2572,et
2573,bg
2574,ro
2575,sk
2576,et
2577,lv
2578,nl
2579,pl
2580,ro
2581,bg
2582,ro
2583,bg
2584,it
2585,ro
2586,fr
2587,hu
2588,da
2589,fr
2590,es
2591,ro
2592,hu
2593,ro
2594,sk
2595,hu
2596,bg
2597,ro
2598,lt
2599,sl
2600,et
2601,it
2602,hu
2603,pl
2604,bg
2605,sv
2606,de
2607,sk
2608,et
2609,et
2610,hu
2611,fr
2612,sl
2613,cs
2614,pl
2615,sk
2616,sk
2617,it
2618,lv
2619,nl
2620,sk
2621,hu
2622,el
2623,es
