index,lang_samp
319,sl
320,ro
321,de
322,sl
323,et
324,es
325,sl
326,sl
327,pl
328,cs
329,hu
330,hu
331,bg
332,et
333,et
334,bg
335,fi
336,de
337,lv
338,fr
339,el
340,it
341,de
342,da
343,fr
344,it
345,pl
346,pl
347,sv
348,fr
349,pt
350,fr
351,sv
352,et
353,sv
354,pt
355,pl
356,it
357,sv
358,bg
359,sl
360,cs
361,es
362,sl
363,el
364,cs
365,nl
366,nl
367,ro
368,sl
369,sk
370,et
371,lt
372,ro
373,fi
374,pl
375,fr
376,hu
377,de
378,pl
379,pl
380,sk
381,bg
382,hu
383,sk
384,fr
385,da
386,fr
387,pt
388,sl
389,sv
390,it
391,it
392,el
393,sl
394,nl
395,de
396,bg
397,cs
398,es
399,fr
400,sl
401,it
402,it
403,cs
404,el
405,fr
406,ro
407,et
408,fr
409,fr
410,hu
411,lv
412,lt
413,sv
414,fr
415,nl
416,el
417,de
418,cs
419,nl
420,nl
421,es
422,el
423,de
424,de
425,el
426,sv
427,nl
428,hu
429,cs
430,da
431,hu
432,ro
433,sv
434,da
435,de
436,de
437,pl
438,fr
439,de
440,ro
441,de
442,pt
443,bg
444,lt
445,fr
446,et
447,sl
448,sv
449,fr
450,hu
451,fr
452,pt
453,el
454,fr
455,hu
456,de
457,el
458,fr
459,pl
460,sk
461,fr
462,pt
463,cs
464,et
465,fr
466,da
467,hu
468,fr
469,it
470,et
471,nl
472,fr
473,pl
474,el
475,pl
476,et
477,lt
478,sv
479,sl
480,es
481,lt
482,sk
483,ro
484,sl
485,pt
486,sl
487,sl
488,pl
489,el
490,fr
491,it
492,de
493,sl
494,cs
495,sk
496,de
497,es
498,lv
499,pl
500,da
501,et
502,ro
503,ro
504,de
505,bg
506,nl
507,bg
508,el
509,de
510,sl
511,nl
512,cs
513,el
514,pt
515,fi
516,nl
517,cs
518,sk
519,el
520,pt
521,fi
522,sv
523,hu
524,it
525,nl
526,da
527,da
528,it
529,bg
530,it
531,cs
532,lt
533,pt
534,de
535,bg
536,nl
537,pl
538,fr
539,nl
540,de
541,bg
542,ro
543,es
544,sk
545,el
546,sv
547,pl
548,fi
549,da
550,da
551,bg
552,ro
553,it
554,hu
555,et
556,sv
557,nl
558,pl
559,sl
560,fr
561,et
562,fr
563,nl
564,cs
565,sl
566,pl
567,da
568,it
569,fr
570,lv
571,fi
572,lt
573,fr
574,lv
575,sv
576,ro
577,ro
578,lv
579,nl
580,da
581,bg
582,fi
583,da
584,it
585,bg
586,fr
587,et
588,sl
589,hu
590,et
591,hu
592,pl
593,nl
594,et
595,lv
596,de
597,et
598,ro
599,hu
600,el
601,lt
602,et
603,pt
604,lt
605,da
606,es
607,sv
608,et
609,fr
610,pl
611,lv
612,da
613,nl
614,sk
615,cs
616,hu
617,lv
618,fr
619,sl
620,sl
621,cs
622,bg
623,fr
624,ro
625,es
626,lt
627,el
628,nl
629,sv
630,fi
631,sk
632,sl
633,da
634,it
635,pl
636,nl
637,et
638,el
639,sv
640,fi
641,lt
642,nl
643,el
644,cs
645,pt
646,fr
647,sv
648,sl
649,fr
650,hu
651,fr
652,et
653,pl
654,et
655,nl
656,fr
657,pt
658,ro
659,fr
660,cs
661,da
662,nl
663,sl
664,fr
665,ro
666,sv
667,fi
668,fr
669,lv
670,lt
671,lt
672,hu
673,sv
674,sv
675,nl
676,da
677,cs
678,nl
679,da
680,fr
681,it
682,it
683,fr
684,lt
685,pt
686,hu
687,it
688,it
689,et
690,lv
691,es
692,sv
693,nl
694,pt
695,lv
696,lt
697,et
698,nl
699,es
700,el
701,de
702,sl
703,fr
704,pl
705,es
706,bg
707,lv
708,lv
709,hu
710,fr
711,hu
712,el
713,hu
714,ro
715,bg
716,de
717,pt
718,lv
719,pl
720,it
721,lt
722,lv
723,sv
724,de
725,lt
726,sl
727,cs
728,it
729,sv
730,lt
731,lt
732,hu
733,bg
734,fi
735,it
736,sk
737,sv
738,pt
739,lv
740,cs
741,lt
742,cs
743,da
744,lv
745,sk
746,sk
747,lv
748,sv
749,hu
750,de
751,nl
752,el
753,it
754,fi
755,it
756,da
757,fi
758,fr
759,fr
760,nl
761,da
762,fr
763,el
764,ro
765,bg
766,fr
767,fr
768,pl
769,sk
770,ro
771,de
772,da
773,fr
774,nl
775,fi
776,sk
777,pl
778,fr
779,fr
780,nl
781,nl
782,it
783,el
784,pt
785,sv
786,da
787,sl
788,sv
789,fr
790,pl
791,et
792,fr
793,et
794,fr
795,sl
796,sl
797,el
798,pl
799,bg
800,de
801,lv
802,sv
803,sl
804,lt
805,pt
806,sv
807,ro
808,bg
809,fi
810,ro
811,da
812,sk
813,fr
814,it
815,da
816,bg
817,bg
818,da
819,et
820,el
821,fr
822,pt
823,pt
824,nl
825,da
826,nl
827,es
828,sk
829,nl
830,ro
831,sk
832,hu
833,cs
834,sv
835,ro
836,pt
837,nl
838,fr
839,da
840,et
841,sl
842,nl
843,fr
844,cs
845,bg
846,fr
847,nl
848,cs
849,nl
850,hu
851,fr
852,es
853,cs
854,pl
855,ro
856,hu
857,nl
858,hu
859,bg
860,lt
861,bg
862,fr
863,sl
864,et
865,nl
866,pt
867,de
868,lt
869,hu
870,nl
871,lt
872,it
873,hu
874,de
875,da
876,de
877,bg
878,fr
879,lv
880,fr
881,cs
882,lt
883,lt
884,pt
885,hu
886,sk
887,it
888,lv
889,it
890,ro
891,pt
892,lt
893,nl
894,bg
895,et
896,lt
897,pl
898,fr
899,de
900,sv
901,sv
902,fr
903,cs
904,it
905,pt
906,de
907,hu
908,es
909,it
910,lv
911,nl
912,fr
913,bg
914,pt
915,da
916,pl
917,sl
918,fr
919,nl
920,bg
921,nl
922,es
923,ro
924,da
925,nl
926,it
927,ro
928,pl
929,fi
930,pt
931,el
932,bg
933,nl
934,fr
935,lt
936,sv
937,es
938,nl
939,pt
940,cs
941,ro
942,da
943,da
944,it
945,it
946,pl
947,fi
948,sl
949,lv
950,it
951,ro
952,cs
953,da
954,el
955,nl
956,fr
957,ro
958,hu
959,el
960,fr
961,de
962,fr
963,sv
964,lv
965,fr
966,sv
967,sl
968,fr
969,et
970,lt
971,sv
972,hu
973,fr
974,lt
975,cs
976,sk
977,et
978,el
979,pl
980,fr
981,nl
982,sv
983,pl
984,sk
985,sv
986,bg
987,fr
988,es
989,fr
990,fr
991,it
992,de
993,bg
994,el
995,pl
996,sv
997,sl
998,sv
999,it
1000,sv
1001,nl
1002,lt
1003,hu
1004,el
1005,da
1006,et
1007,nl
1008,pt
1009,fr
1010,fr
1011,pt
1012,hu
1013,sk
1014,fr
1015,lv
1016,fr
1017,pl
1018,cs
1019,fr
1020,el
1021,fr
1022,bg
1023,ro
1024,fr
1025,sl
1026,pl
1027,it
1028,de
1029,nl
1030,et
1031,ro
1032,fr
1033,lt
1034,es
1035,bg
1036,fr
1037,sl
1038,da
1039,sk
1040,bg
1041,fr
1042,fr
1043,da
1044,pl
1045,da
1046,fi
1047,cs
1048,pl
1049,sv
1050,sl
1051,it
1052,de
1053,lt
1054,fr
1055,et
1056,sl
1057,fr
1058,it
1059,it
1060,sv
1061,sl
1062,fr
1063,da
1064,hu
1065,el
1066,sl
1067,sl
1068,fr
1069,da
1070,hu
1071,hu
1072,de
1073,de
1074,lt
1075,de
1076,fr
1077,ro
1078,pt
1079,ro
1080,pl
1081,pt
1082,sl
1083,hu
1084,hu
1085,ro
1086,hu
1087,de
1088,es
1089,fr
1090,et
1091,sl
1092,it
1093,sv
1094,nl
1095,sl
1096,fr
1097,sk
1098,bg
1099,et
1100,cs
1101,it
1102,fr
1103,sv
1104,et
1105,bg
1106,sk
1107,fr
1108,ro
1109,da
1110,lt
1111,hu
1112,sv
1113,fr
1114,fr
1115,lt
1116,el
1117,cs
1118,hu
1119,sl
1120,fr
1121,et
1122,sv
1123,fr
1124,lv
1125,sk
1126,lt
1127,nl
1128,fi
1129,es
1130,es
1131,de
1132,fr
1133,de
1134,fr
1135,el
1136,pl
1137,sv
1138,bg
1139,et
1140,sl
1141,es
1142,pt
1143,nl
1144,hu
1145,el
1146,pt
1147,sl
1148,de
1149,hu
1150,cs
1151,fi
1152,it
1153,sl
1154,et
1155,ro
1156,sk
1157,es
1158,sl
1159,it
1160,fr
1161,es
1162,fr
1163,pt
1164,nl
1165,es
1166,fi
1167,sv
1168,ro
1169,fi
1170,it
1171,fr
1172,it
1173,sl
1174,lt
1175,el
1176,it
1177,lt
1178,bg
1179,da
1180,fr
1181,ro
1182,sv
1183,pt
1184,bg
1185,da
1186,lt
1187,it
1188,hu
1189,fr
1190,lt
1191,bg
1192,da
1193,lt
1194,pl
1195,sl
1196,cs
1197,cs
1198,da
1199,cs
1200,fi
1201,pt
1202,es
1203,fr
1204,bg
1205,it
1206,sk
1207,bg
1208,nl
1209,lt
1210,cs
1211,da
1212,da
1213,it
1214,fr
1215,pt
1216,hu
1217,fr
1218,nl
1219,sv
1220,lt
1221,fi
1222,ro
1223,da
1224,fr
1225,sv
1226,sl
1227,de
1228,fr
1229,fr
1230,it
1231,ro
1232,da
1233,fr
1234,lt
1235,es
1236,de
1237,it
1238,sv
1239,pl
1240,sv
1241,fr
1242,es
1243,hu
1244,fr
1245,nl
1246,lt
1247,et
1248,fr
1249,pt
1250,da
1251,it
1252,da
1253,pl
1254,nl
1255,sl
1256,el
1257,bg
1258,sl
1259,it
1260,lv
1261,lt
1262,lt
1263,sv
1264,fr
1265,pt
1266,it
1267,fr
1268,cs
1269,lv
1270,el
1271,pl
1272,sk
1273,hu
1274,hu
1275,nl
1276,sv
1277,it
1278,ro
1279,fi
1280,pt
1281,hu
1282,sv
1283,fr
1284,sv
1285,it
1286,nl
1287,fi
1288,cs
1289,es
1290,de
1291,nl
1292,pt
1293,ro
1294,fr
1295,de
1296,sl
1297,da
1298,et
1299,fr
1300,lt
1301,lv
1302,sl
1303,sv
1304,hu
1305,nl
1306,lt
1307,et
1308,bg
1309,it
1310,fr
1311,sv
1312,pt
1313,es
1314,lv
1315,sl
1316,fr
1317,fr
1318,fr
1319,hu
1320,hu
1321,hu
1322,da
1323,bg
1324,da
1325,ro
1326,nl
1327,es
1328,fr
1329,sv
1330,it
1331,fi
1332,lt
1333,fr
1334,cs
1335,el
1336,sv
1337,cs
1338,de
1339,hu
1340,et
1341,da
1342,da
1343,de
1344,ro
1345,da
1346,sv
1347,sv
1348,da
1349,nl
1350,fr
1351,fr
1352,da
1353,bg
1354,pl
1355,fr
1356,sv
1357,it
1358,sl
1359,fr
1360,fr
1361,pl
1362,et
1363,el
1364,fi
1365,it
1366,fi
1367,fi
1368,de
1369,de
1370,da
1371,fr
1372,ro
1373,el
1374,lt
1375,bg
1376,fr
1377,sv
1378,bg
1379,pt
1380,pt
1381,sl
1382,sl
1383,fr
1384,et
1385,cs
1386,pt
1387,pt
1388,fi
1389,it
1390,lt
1391,it
1392,pl
1393,lt
1394,fr
1395,fr
1396,fr
1397,ro
1398,sl
1399,sk
1400,sv
1401,sl
1402,sk
1403,fi
1404,ro
1405,fi
1406,sv
1407,bg
1408,et
1409,lv
1410,bg
1411,hu
1412,ro
1413,lv
1414,it
1415,pt
1416,nl
1417,ro
1418,da
1419,lt
1420,pt
1421,fr
1422,pl
1423,sl
1424,sv
1425,sl
1426,sv
1427,de
1428,ro
1429,sv
1430,lt
1431,pl
1432,bg
1433,it
1434,fr
1435,bg
1436,el
1437,lt
1438,pt
1439,pt
1440,fi
1441,fr
1442,fr
1443,cs
1444,fr
1445,hu
1446,da
1447,ro
1448,pt
1449,sk
1450,fr
1451,fr
1452,hu
1453,ro
1454,cs
1455,el
1456,et
1457,fr
1458,fr
1459,fr
1460,sk
1461,sl
1462,bg
1463,fr
1464,it
1465,fr
1466,nl
1467,fi
1468,it
1469,sk
1470,fi
1471,it
1472,pl
1473,de
1474,nl
1475,fr
1476,bg
1477,it
1478,lv
1479,fi
1480,nl
1481,da
1482,cs
1483,fr
1484,et
1485,pt
1486,fr
1487,fr
1488,cs
1489,nl
1490,de
1491,bg
1492,sv
1493,sk
1494,sk
1495,it
1496,fr
1497,ro
1498,bg
1499,lv
1500,sv
1501,es
1502,fi
1503,fr
1504,fr
1505,nl
1506,fr
1507,it
1508,nl
1509,lv
1510,bg
1511,pt
1512,it
1513,fr
1514,hu
1515,it
1516,fr
1517,pl
1518,fr
1519,ro
1520,sl
1521,fi
1522,sv
1523,bg
1524,fr
1525,de
1526,sk
1527,da
1528,sv
1529,pl
1530,fr
1531,fr
1532,fi
1533,da
1534,nl
1535,sk
1536,lt
1537,el
1538,lt
1539,lv
1540,el
1541,fr
1542,pl
1543,fr
1544,pl
1545,lt
1546,nl
1547,nl
1548,hu
1549,es
1550,pl
1551,hu
1552,es
1553,lt
1554,lv
1555,lt
1556,nl
1557,pt
1558,nl
1559,sv
1560,de
1561,de
1562,nl
1563,lt
1564,de
1565,et
1566,fr
1567,fi
1568,bg
1569,it
1570,hu
1571,lt
1572,ro
1573,da
1574,fr
1575,fr
1576,fr
1577,fr
1578,el
1579,sv
1580,ro
1581,pt
1582,pl
1583,fr
1584,bg
1585,et
1586,de
1587,pt
1588,lt
1589,sv
1590,sk
1591,pt
1592,sv
1593,nl
1594,ro
1595,es
1596,da
1597,fr
1598,fi
1599,it
1600,fr
1601,it
1602,et
1603,nl
1604,pt
1605,pl
1606,sk
1607,el
1608,it
1609,da
1610,fr
1611,fr
1612,pl
1613,pl
1614,sl
1615,bg
1616,lt
1617,hu
1618,et
1619,fr
1620,sl
1621,lt
1622,nl
1623,lv
1624,pt
1625,fr
1626,da
1627,sl
1628,it
1629,pt
1630,de
1631,nl
1632,fr
1633,fr
1634,sv
1635,cs
1636,hu
1637,lt
1638,es
1639,hu
1640,ro
1641,pl
1642,it
1643,pt
1644,sk
1645,sl
1646,lv
1647,lt
1648,da
1649,fi
1650,sk
1651,lv
1652,fr
1653,sl
1654,es
1655,bg
1656,pt
1657,fr
1658,hu
1659,bg
1660,it
1661,nl
1662,lv
1663,bg
1664,it
1665,pt
1666,pt
1667,fr
1668,hu
1669,sk
1670,bg
1671,ro
1672,bg
1673,el
1674,nl
1675,it
1676,es
1677,bg
1678,et
1679,lv
1680,pl
1681,et
1682,sl
1683,it
1684,el
1685,fr
1686,cs
1687,fr
1688,sv
1689,el
1690,hu
1691,pl
1692,fr
1693,fr
1694,es
1695,pt
1696,de
1697,fr
1698,lv
1699,et
1700,da
1701,nl
1702,sk
1703,lt
1704,it
1705,fi
1706,fr
1707,nl
1708,bg
1709,cs
1710,lt
1711,sv
1712,pl
1713,sv
1714,it
1715,fr
1716,pt
1717,sl
1718,et
1719,bg
1720,hu
1721,bg
1722,sk
1723,pt
1724,sl
1725,nl
1726,es
1727,ro
1728,lt
1729,cs
1730,sv
1731,fr
1732,ro
1733,et
1734,pl
1735,fi
1736,et
1737,de
1738,sl
1739,pt
1740,da
1741,nl
1742,es
1743,lt
1744,fr
1745,de
1746,de
1747,hu
1748,lv
1749,sl
1750,nl
1751,sv
1752,fr
1753,et
1754,sk
1755,da
1756,sl
1757,bg
1758,cs
1759,pl
1760,el
1761,da
1762,sv
1763,bg
1764,et
1765,fr
1766,fr
1767,cs
1768,nl
1769,nl
1770,sk
1771,fr
1772,fr
1773,hu
1774,bg
1775,et
1776,sl
1777,fi
1778,el
1779,lv
1780,cs
1781,nl
1782,ro
1783,sv
1784,sl
1785,fr
1786,fi
1787,cs
1788,ro
1789,et
1790,sk
1791,sl
1792,nl
1793,bg
1794,fr
1795,sv
1796,nl
1797,sv
1798,cs
1799,pl
1800,fi
1801,cs
1802,nl
1803,nl
1804,lv
1805,da
1806,lv
1807,de
1808,fi
1809,fi
1810,nl
1811,es
1812,ro
1813,fr
1814,pt
1815,bg
1816,pt
1817,ro
1818,de
1819,es
1820,hu
1821,ro
1822,ro
1823,bg
1824,sv
1825,hu
1826,ro
1827,da
1828,pl
1829,fr
1830,pl
1831,et
1832,fi
1833,es
1834,ro
1835,sl
1836,hu
1837,es
1838,sl
1839,sk
1840,es
1841,sk
1842,fr
1843,fi
1844,sv
1845,sv
1846,sv
1847,fi
1848,pt
1849,ro
1850,fr
1851,et
1852,fr
1853,ro
1854,pl
1855,pl
1856,lt
1857,el
1858,ro
1859,fr
1860,fr
1861,da
1862,pl
1863,et
1864,fr
1865,sk
1866,el
1867,lt
1868,el
1869,nl
1870,it
1871,sl
1872,sv
1873,bg
1874,pt
1875,ro
1876,es
1877,it
1878,fr
1879,sk
1880,sv
1881,cs
1882,pt
1883,nl
1884,es
1885,nl
1886,el
1887,lv
1888,it
1889,it
1890,sl
1891,ro
1892,ro
1893,es
1894,fi
1895,fi
1896,lt
1897,pt
1898,ro
1899,nl
1900,it
1901,et
1902,fr
1903,pl
1904,sl
1905,de
1906,pl
1907,nl
1908,hu
1909,sk
1910,da
1911,fr
1912,da
1913,sv
1914,nl
1915,fr
1916,fi
1917,da
1918,hu
1919,sk
1920,it
1921,de
1922,es
1923,es
1924,hu
1925,sv
1926,fr
1927,et
1928,nl
1929,es
1930,el
1931,nl
1932,sl
1933,fr
1934,fi
1935,it
1936,it
1937,fr
1938,lv
1939,it
1940,fr
1941,fr
1942,fr
1943,fr
1944,de
1945,pt
1946,ro
1947,sv
1948,da
1949,et
1950,pt
1951,es
1952,sv
1953,fr
1954,it
1955,fr
1956,lv
1957,et
1958,sv
1959,ro
1960,fr
1961,de
1962,da
1963,sl
1964,lv
1965,sv
1966,fr
1967,da
1968,sv
1969,it
1970,el
1971,it
1972,nl
1973,fi
1974,el
1975,hu
1976,pt
1977,hu
1978,pl
1979,pl
1980,pl
1981,fr
1982,it
1983,fr
1984,fi
1985,sl
1986,fr
1987,es
1988,sl
1989,et
1990,et
1991,nl
1992,sk
1993,lt
1994,fi
1995,nl
1996,sk
1997,pt
1998,de
1999,fr
2000,nl
2001,lv
2002,pl
2003,lt
2004,pt
2005,sv
2006,sv
2007,bg
2008,lt
2009,de
2010,da
2011,fr
2012,bg
2013,hu
2014,fr
2015,pl
2016,sv
2017,bg
2018,lv
2019,fr
2020,ro
2021,sk
2022,sl
2023,pl
2024,lv
2025,pt
2026,bg
2027,sl
2028,cs
2029,lv
2030,fr
2031,sl
2032,hu
2033,pl
2034,nl
2035,pt
2036,it
2037,da
2038,ro
2039,bg
2040,et
2041,fr
2042,nl
2043,fr
2044,sl
2045,nl
2046,sl
2047,sv
2048,sl
2049,fr
2050,fr
2051,nl
2052,de
2053,da
2054,de
2055,pt
2056,it
2057,fr
2058,de
2059,sk
2060,et
2061,it
2062,cs
2063,it
2064,sv
2065,de
2066,lt
2067,el
2068,sv
2069,sv
2070,fr
2071,nl
2072,sk
2073,de
2074,de
2075,lv
2076,pl
2077,pt
2078,fr
2079,sl
2080,ro
2081,lv
2082,et
2083,lv
2084,pl
2085,fi
2086,it
2087,sv
2088,cs
2089,sk
2090,lv
2091,sk
2092,ro
2093,da
2094,es
2095,sk
2096,nl
2097,da
2098,ro
2099,sv
2100,fr
2101,lv
2102,ro
2103,de
2104,cs
2105,fr
2106,pt
2107,pt
2108,da
2109,fr
2110,et
2111,ro
2112,sl
2113,sv
2114,sv
2115,ro
2116,da
2117,it
2118,ro
2119,nl
2120,pt
2121,pl
2122,hu
2123,fr
2124,lv
2125,pl
2126,fr
2127,fi
2128,sv
2129,it
2130,cs
2131,el
2132,da
2133,da
2134,es
2135,es
2136,et
2137,fi
2138,sl
2139,fr
2140,de
2141,pt
2142,el
2143,hu
2144,es
2145,da
2146,ro
2147,fr
2148,fi
2149,lt
2150,el
2151,ro
2152,pl
2153,lt
2154,fr
2155,es
2156,sk
2157,et
2158,ro
2159,sv
2160,lv
2161,ro
2162,de
2163,de
2164,et
2165,nl
2166,it
2167,da
2168,nl
2169,hu
2170,lt
2171,fr
2172,cs
2173,sl
2174,hu
2175,fr
2176,cs
2177,fr
2178,sv
2179,sv
2180,cs
2181,el
2182,bg
2183,fr
2184,fr
2185,sv
2186,it
2187,el
2188,de
2189,pl
2190,ro
2191,lv
2192,sv
2193,fi
2194,it
2195,pl
2196,ro
2197,cs
2198,da
2199,sv
2200,fr
2201,pt
2202,el
2203,de
2204,fr
2205,sv
2206,de
2207,cs
2208,fr
2209,fi
2210,pl
2211,ro
2212,nl
2213,hu
2214,fr
2215,et
2216,hu
2217,da
2218,sv
2219,da
2220,lv
2221,fi
2222,fr
2223,nl
2224,bg
2225,sv
2226,cs
2227,el
2228,lv
2229,sk
2230,fr
2231,fr
2232,it
2233,da
2234,lt
2235,sv
2236,da
2237,bg
2238,fr
2239,et
2240,fr
2241,fr
2242,sv
2243,lt
2244,da
2245,bg
2246,ro
2247,it
2248,el
2249,es
2250,da
2251,fr
2252,bg
2253,de
2254,lt
2255,sl
2256,pl
2257,fr
2258,bg
2259,pl
2260,hu
2261,fi
2262,de
2263,sl
2264,el
2265,ro
2266,de
2267,pl
2268,it
2269,et
2270,cs
2271,bg
2272,hu
2273,sv
2274,da
2275,bg
2276,fr
2277,de
2278,lv
2279,ro
2280,pt
2281,fr
2282,sk
2283,hu
2284,it
2285,sv
2286,it
2287,sv
2288,fr
2289,fr
2290,it
2291,it
2292,bg
2293,da
2294,nl
2295,es
2296,it
2297,ro
2298,fr
2299,ro
2300,et
2301,fr
2302,et
2303,ro
2304,ro
2305,cs
2306,es
2307,hu
2308,da
2309,fr
2310,fr
2311,pt
2312,nl
2313,sl
2314,ro
2315,ro
2316,cs
2317,es
2318,ro
2319,sv
2320,nl
2321,fr
2322,es
2323,de
2324,pl
2325,el
2326,it
2327,lv
2328,fr
2329,lt
2330,da
2331,fr
2332,da
2333,sv
2334,nl
2335,cs
2336,hu
2337,sv
2338,cs
2339,lt
2340,lv
2341,nl
2342,et
2343,sl
2344,cs
2345,fr
2346,fr
2347,fr
2348,el
2349,lt
2350,es
2351,el
2352,nl
2353,lt
2354,sv
2355,fr
2356,sv
2357,lt
2358,cs
2359,sk
2360,cs
2361,lt
2362,sl
2363,cs
2364,sl
2365,pl
2366,lt
2367,nl
2368,et
2369,es
2370,lv
2371,de
2372,bg
2373,cs
2374,fr
2375,pl
2376,fr
2377,ro
2378,et
2379,sv
2380,de
2381,cs
2382,sl
2383,pt
2384,fr
2385,es
2386,fr
2387,nl
2388,ro
2389,cs
2390,da
2391,fr
2392,fr
2393,sl
2394,de
2395,da
2396,pt
2397,de
2398,fr
2399,es
2400,nl
2401,hu
2402,sv
2403,hu
2404,fr
2405,it
2406,sl
2407,sk
2408,da
2409,sv
2410,bg
2411,it
2412,pl
2413,fr
2414,hu
2415,de
2416,fr
2417,hu
2418,pl
2419,et
2420,ro
2421,nl
2422,es
2423,it
2424,da
2425,hu
2426,sv
2427,de
2428,pt
2429,sk
2430,nl
2431,it
2432,es
2433,de
2434,it
2435,es
2436,it
2437,da
2438,es
2439,pl
2440,cs
2441,it
2442,lt
2443,da
2444,lv
2445,sv
2446,sv
2447,sl
2448,cs
2449,sk
2450,fi
2451,nl
2452,el
2453,ro
2454,hu
2455,lv
2456,et
2457,hu
2458,fr
2459,lv
2460,lt
2461,sk
2462,nl
2463,pl
2464,da
2465,ro
2466,sl
2467,lt
2468,lv
2469,lv
2470,sl
2471,pt
2472,it
2473,de
2474,lt
2475,fr
2476,fr
2477,el
2478,sv
2479,fr
2480,de
2481,de
2482,sv
2483,ro
2484,fr
2485,pt
2486,el
2487,sl
2488,it
2489,pt
2490,es
2491,sl
2492,fr
2493,fi
2494,ro
2495,fi
2496,fi
2497,de
2498,fr
2499,lv
2500,fr
2501,et
2502,it
2503,sv
2504,nl
2505,sv
2506,ro
2507,pt
2508,fi
2509,fr
2510,sv
2511,pt
2512,nl
2513,da
2514,pl
2515,fr
2516,it
2517,de
2518,pt
2519,fr
2520,nl
2521,sl
2522,sk
2523,cs
2524,ro
2525,da
2526,nl
2527,sv
2528,it
2529,da
2530,fr
2531,sv
2532,cs
2533,de
2534,de
2535,lv
2536,es
2537,cs
2538,el
2539,bg
2540,ro
2541,pt
2542,da
2543,de
2544,hu
2545,lt
2546,nl
2547,lv
2548,sl
2549,nl
2550,ro
2551,pl
2552,nl
2553,nl
2554,et
2555,cs
2556,da
2557,de
2558,fr
2559,fi
2560,da
2561,ro
2562,nl
2563,it
2564,nl
2565,et
2566,sv
2567,it
2568,pl
2569,fr
2570,fr
2571,fr
2572,nl
2573,bg
2574,sv
2575,nl
2576,fi
2577,lv
2578,nl
2579,nl
2580,pt
2581,bg
2582,fr
2583,bg
2584,it
2585,da
2586,fr
2587,hu
2588,pl
2589,fr
2590,fr
2591,it
2592,nl
2593,ro
2594,sl
2595,hu
2596,bg
2597,it
2598,lt
2599,pt
2600,et
2601,it
2602,hu
2603,pl
2604,bg
2605,sv
2606,de
2607,sk
2608,et
2609,nl
2610,sv
2611,fr
