index,lang_samp
562,fr
563,es
564,fi
565,sv
566,sl
567,es
568,ro
569,fr
570,lv
571,lt
572,lv
573,fr
574,sv
575,nl
576,nl
577,da
578,lv
579,nl
580,sv
581,bg
582,fi
583,et
584,fr
585,bg
586,fr
587,es
588,nl
589,cs
590,et
591,et
592,pl
593,nl
594,et
595,lv
596,de
597,et
598,cs
599,sv
600,el
601,sl
602,et
603,de
604,nl
605,sv
606,es
607,nl
608,et
609,da
610,nl
611,lv
612,da
613,es
614,fr
615,cs
616,hu
617,lv
618,lv
619,fr
620,es
621,sv
622,bg
623,fr
624,ro
625,ro
626,lv
627,el
628,nl
629,ro
630,et
631,da
632,sl
633,it
634,ro
635,pl
636,nl
637,sv
638,es
639,fr
640,da
641,lt
642,nl
643,el
644,cs
645,it
646,sv
647,hu
648,lt
649,fr
650,hu
651,ro
652,et
653,pl
654,de
655,da
656,fr
657,fr
658,fr
659,it
660,cs
661,sv
662,sv
663,it
664,es
665,ro
666,sv
667,fi
668,fr
669,lv
670,et
671,lt
672,sv
673,hu
674,nl
675,nl
676,da
677,da
678,ro
679,da
680,el
681,fr
682,it
683,fr
684,ro
685,sl
686,hu
687,it
688,pt
689,sl
690,lv
691,es
692,da
693,nl
694,es
695,lv
696,sk
697,fi
698,nl
699,es
700,el
701,ro
702,sl
703,fr
704,ro
705,nl
706,bg
707,ro
708,sl
709,es
710,es
711,hu
712,el
713,sl
714,sl
715,es
716,de
717,it
718,fi
719,lt
720,fr
721,sv
722,lv
723,hu
724,nl
725,ro
726,ro
727,cs
728,da
729,sv
730,ro
731,lv
732,hu
733,bg
734,fi
735,fr
736,fr
737,sv
738,pt
739,sl
740,pl
741,lt
742,fi
743,da
744,lv
745,sv
746,cs
747,lt
748,da
749,nl
750,lt
751,nl
752,es
753,it
754,fi
755,da
756,da
757,fi
758,ro
759,ro
760,et
761,pt
762,it
763,el
764,ro
765,bg
766,ro
767,bg
768,pl
769,de
770,pt
771,nl
772,it
773,it
774,et
775,fi
776,sk
777,pl
778,fr
779,fr
780,cs
781,nl
782,it
783,el
784,pt
785,sv
786,da
787,et
788,et
789,pt
790,pl
791,sl
792,da
793,et
794,es
795,sk
796,sl
797,el
798,pl
799,bg
800,de
801,fi
802,sv
803,cs
804,pt
805,fr
806,sv
807,ro
808,bg
809,fi
810,nl
811,nl
812,pt
813,nl
814,sv
815,de
816,bg
817,bg
818,da
819,fr
820,el
821,da
822,sv
823,pt
824,nl
825,da
826,sv
827,pt
828,sl
829,sv
830,et
831,de
832,hu
833,cs
834,ro
835,sk
836,ro
837,et
838,bg
839,es
840,hu
841,fi
842,da
843,fr
844,cs
845,bg
846,fr
847,fr
848,cs
849,nl
850,hu
851,hu
852,hu
853,cs
854,cs
855,pt
856,hu
857,pl
858,hu
859,bg
860,pt
861,bg
862,es
863,nl
864,et
865,nl
866,hu
867,de
868,lt
869,hu
870,et
871,lt
872,fr
873,es
874,de
875,da
876,de
877,bg
878,es
879,lv
880,es
881,ro
882,lt
883,es
884,ro
885,fi
886,sk
887,it
888,lv
889,es
890,sv
891,pt
892,lv
893,de
894,bg
895,et
896,lt
897,sv
898,es
899,da
900,ro
901,lv
902,fr
903,cs
904,sv
905,ro
906,cs
907,hu
908,es
909,fr
910,lt
911,nl
912,pt
913,bg
914,es
915,sv
916,pl
917,cs
918,es
919,es
920,bg
921,lt
922,es
923,fr
924,da
925,it
926,it
927,da
928,pl
929,et
930,pt
931,el
932,bg
933,de
934,ro
935,lt
936,sv
937,es
938,da
939,it
940,lv
941,hu
942,da
943,es
944,nl
945,da
946,nl
947,fi
948,et
949,lv
950,ro
951,it
952,es
953,nl
954,el
955,nl
956,es
957,et
958,hu
959,el
960,fr
961,de
962,bg
963,sv
964,es
965,cs
966,sv
967,sl
968,pl
969,et
970,sk
971,da
972,sk
973,bg
974,lt
975,sk
976,sk
977,nl
978,el
979,pl
980,cs
981,lv
982,sv
983,sl
984,sk
985,sv
986,bg
987,fr
988,pt
989,fi
990,es
991,it
992,de
993,bg
994,el
995,pl
996,sv
997,sl
998,sv
999,it
1000,it
1001,de
1002,lt
1003,hu
1004,el
1005,da
1006,fr
1007,nl
1008,es
1009,es
1010,et
1011,it
1012,hu
1013,et
1014,fr
1015,lv
1016,it
1017,sl
1018,sk
1019,fr
1020,el
1021,el
1022,bg
1023,sv
1024,ro
1025,hu
1026,pl
1027,it
1028,de
1029,nl
1030,et
1031,ro
1032,es
1033,et
1034,lt
1035,bg
1036,fr
1037,lt
1038,da
1039,sl
1040,bg
1041,ro
1042,sv
1043,hu
1044,hu
1045,da
1046,ro
1047,es
1048,pl
1049,sv
1050,it
1051,it
1052,et
1053,fr
1054,fr
1055,nl
1056,es
1057,nl
1058,fr
1059,ro
1060,da
1061,sk
1062,fr
1063,pt
1064,hu
1065,el
1066,cs
1067,sl
1068,cs
1069,da
1070,hu
1071,ro
1072,de
1073,de
1074,lt
1075,de
1076,fr
1077,ro
1078,ro
1079,ro
1080,pl
1081,pt
1082,sl
1083,sk
1084,sv
1085,ro
1086,hu
1087,de
1088,fr
1089,pt
1090,nl
1091,sl
1092,it
1093,sv
1094,nl
1095,sl
1096,de
1097,hu
1098,bg
1099,es
1100,cs
1101,ro
1102,fr
1103,sv
1104,et
1105,bg
1106,sk
1107,fr
1108,lv
1109,it
1110,lt
1111,hu
1112,lv
1113,fr
1114,et
1115,et
1116,el
1117,cs
1118,hu
1119,sk
1120,es
1121,et
1122,sv
1123,fr
1124,lv
1125,sl
1126,et
1127,fr
1128,fi
1129,es
1130,cs
1131,de
1132,lt
1133,de
1134,de
1135,el
1136,et
1137,fr
1138,bg
1139,sv
1140,cs
1141,pt
1142,sl
1143,da
1144,hu
1145,es
1146,de
1147,sl
1148,ro
1149,da
1150,nl
1151,fi
1152,es
1153,sl
1154,cs
1155,pt
1156,sk
1157,es
1158,lv
1159,it
1160,nl
1161,pt
1162,fr
1163,es
1164,nl
1165,et
1166,et
1167,sv
1168,it
1169,fi
1170,pt
1171,ro
1172,es
1173,it
1174,lt
1175,es
1176,ro
1177,lt
1178,es
1179,da
1180,fr
1181,et
1182,lv
1183,es
1184,bg
1185,da
1186,et
1187,it
1188,hu
1189,fr
1190,pl
1191,bg
1192,de
1193,lt
1194,pl
1195,sl
1196,fi
1197,cs
1198,lt
1199,ro
1200,fi
1201,ro
1202,da
1203,fr
1204,es
1205,fr
1206,da
1207,bg
1208,sk
1209,lt
1210,cs
1211,da
1212,sv
1213,da
1214,lv
1215,es
1216,et
1217,fr
1218,nl
1219,lt
1220,lt
1221,et
1222,de
1223,sv
1224,fr
1225,sv
1226,sl
1227,de
1228,ro
1229,it
1230,nl
1231,sl
1232,sv
1233,es
1234,hu
1235,es
1236,de
1237,ro
1238,sv
1239,et
1240,fi
1241,fr
1242,es
1243,hu
1244,ro
1245,nl
1246,lv
1247,et
1248,fr
1249,de
1250,da
1251,sl
1252,de
1253,nl
1254,es
1255,sl
1256,el
1257,bg
1258,sl
1259,sv
1260,lv
1261,lt
1262,da
1263,sv
1264,fr
1265,es
1266,it
1267,fi
1268,sk
1269,lv
1270,el
1271,pl
1272,hu
1273,nl
1274,lv
1275,nl
1276,sv
1277,lv
1278,de
1279,da
1280,es
1281,et
1282,sv
1283,fr
1284,da
1285,fr
1286,da
1287,fi
1288,sk
1289,sk
1290,de
1291,hu
1292,ro
1293,pl
1294,fr
1295,nl
1296,it
1297,lt
1298,sk
1299,es
1300,lt
1301,lt
1302,sl
1303,lt
1304,nl
1305,it
1306,pt
1307,sl
1308,bg
1309,sl
1310,es
1311,sv
1312,da
1313,es
1314,sv
1315,sl
1316,hu
1317,ro
1318,it
1319,sv
1320,hu
1321,hu
1322,da
1323,bg
1324,it
1325,ro
1326,nl
1327,es
1328,es
1329,et
1330,es
1331,pl
1332,lt
1333,pl
1334,cs
1335,el
1336,sv
1337,cs
1338,de
1339,hu
1340,et
1341,da
1342,nl
1343,de
1344,ro
1345,da
1346,lt
1347,da
1348,da
1349,sl
1350,fr
1351,fr
1352,ro
1353,bg
1354,pl
1355,el
1356,cs
1357,et
1358,sl
1359,cs
1360,hu
1361,pl
1362,et
1363,el
1364,fi
1365,sk
1366,fi
1367,fi
1368,de
1369,it
1370,es
1371,es
1372,ro
1373,el
1374,lt
1375,es
1376,bg
1377,sv
1378,bg
1379,sl
1380,it
1381,nl
1382,sl
1383,es
1384,lt
1385,et
1386,es
1387,pt
1388,fi
1389,fr
1390,da
1391,es
1392,sk
1393,lt
1394,fr
1395,ro
1396,hu
1397,cs
1398,sl
1399,cs
1400,da
1401,sl
1402,sl
1403,fi
1404,lt
1405,da
1406,sv
1407,bg
1408,et
1409,lv
1410,bg
1411,fi
1412,ro
1413,lv
1414,nl
1415,ro
1416,hu
1417,ro
1418,nl
1419,pt
1420,es
1421,es
1422,pl
1423,sl
1424,sv
1425,sl
1426,lv
1427,de
1428,ro
1429,ro
1430,pt
1431,es
1432,bg
1433,es
1434,sk
1435,bg
1436,el
1437,lt
1438,pt
1439,pt
1440,et
1441,es
1442,bg
1443,da
1444,fr
1445,hu
1446,da
1447,ro
1448,fr
1449,sk
1450,fr
1451,fr
1452,hu
1453,it
1454,cs
1455,el
1456,lv
1457,es
1458,fr
1459,fr
1460,cs
1461,sl
1462,bg
1463,fr
1464,fr
1465,sl
1466,fr
1467,fi
1468,it
1469,cs
1470,fi
1471,fi
1472,sk
1473,de
1474,da
1475,fr
1476,bg
1477,cs
1478,da
1479,fi
1480,nl
1481,et
1482,da
1483,sk
1484,et
1485,fr
1486,fr
1487,es
1488,lt
1489,nl
1490,es
1491,bg
1492,es
1493,sk
1494,pl
1495,it
1496,fr
1497,ro
1498,bg
1499,lv
1500,da
1501,fr
1502,fi
1503,el
1504,it
1505,de
1506,fi
1507,sv
1508,nl
1509,lv
1510,bg
1511,da
1512,it
1513,el
1514,hu
1515,de
1516,es
1517,lv
1518,fr
1519,hu
1520,sv
1521,fi
1522,da
1523,bg
1524,hu
1525,hu
1526,cs
1527,da
1528,sv
1529,pl
1530,es
1531,fr
1532,fi
1533,da
1534,nl
1535,lv
1536,es
1537,el
1538,lt
1539,lv
1540,el
1541,fr
1542,it
1543,da
1544,pl
1545,lt
1546,es
1547,nl
1548,hu
1549,pt
1550,sl
1551,hu
1552,fr
1553,pt
1554,lv
1555,lv
1556,nl
1557,nl
1558,nl
1559,sv
1560,it
1561,de
1562,nl
1563,lt
1564,de
1565,et
1566,el
1567,fi
1568,bg
1569,pt
1570,hu
1571,lt
1572,ro
1573,da
1574,fr
1575,et
1576,es
1577,et
1578,el
1579,sv
1580,ro
1581,nl
1582,nl
1583,ro
1584,bg
1585,et
1586,hu
1587,ro
1588,lv
1589,da
1590,it
1591,de
1592,sv
1593,lt
1594,lv
1595,es
1596,da
1597,fi
1598,fi
1599,fr
1600,es
1601,pl
1602,et
1603,fi
1604,sl
1605,pl
1606,cs
1607,el
1608,it
1609,it
1610,fr
1611,it
1612,pl
1613,pl
1614,pt
1615,bg
1616,sv
1617,hu
1618,et
1619,el
1620,sv
1621,es
1622,nl
1623,lt
1624,it
1625,el
1626,sk
1627,sv
1628,it
1629,da
1630,it
1631,sv
1632,lv
1633,es
1634,sv
1635,sl
1636,hu
1637,es
1638,fr
1639,hu
1640,nl
1641,pl
1642,ro
1643,pt
1644,fi
1645,lt
1646,lv
1647,de
1648,da
1649,et
1650,da
1651,lv
1652,pt
1653,ro
1654,nl
1655,bg
1656,et
1657,fr
1658,hu
1659,bg
1660,pt
1661,fi
1662,lv
1663,bg
1664,it
1665,fr
1666,sk
1667,fr
1668,fr
1669,fr
1670,bg
1671,ro
1672,bg
1673,el
1674,es
1675,it
1676,es
1677,bg
1678,et
1679,lv
1680,pl
1681,et
1682,et
1683,fr
1684,el
1685,de
1686,de
1687,fr
1688,da
1689,el
1690,hu
1691,pl
1692,fr
1693,pt
1694,es
1695,pt
1696,de
1697,pt
1698,lv
1699,pt
1700,sv
1701,es
1702,sk
1703,lt
1704,fi
1705,fi
1706,ro
1707,nl
1708,bg
1709,pl
1710,ro
1711,pt
1712,pt
1713,lv
1714,it
1715,da
1716,pt
1717,nl
1718,et
1719,bg
1720,hu
1721,bg
1722,sl
1723,cs
1724,pl
1725,nl
1726,it
1727,ro
1728,lt
1729,pt
1730,fr
1731,fr
1732,ro
1733,fr
1734,sl
1735,fi
1736,hu
1737,de
1738,et
1739,ro
1740,de
1741,fr
1742,es
1743,lv
1744,es
1745,de
1746,de
1747,hu
1748,lv
1749,sl
1750,nl
1751,sv
1752,es
1753,sv
1754,pl
1755,nl
1756,sl
1757,bg
1758,de
1759,pl
1760,el
1761,hu
1762,sv
1763,bg
1764,et
1765,fr
1766,ro
1767,es
1768,hu
1769,lv
1770,fi
1771,fr
1772,lv
1773,hu
1774,bg
1775,hu
1776,sl
1777,fi
1778,el
1779,nl
1780,sl
1781,nl
1782,ro
1783,sk
1784,it
1785,fr
1786,it
1787,cs
1788,ro
1789,es
1790,sk
1791,it
1792,nl
1793,bg
1794,fr
1795,sv
1796,nl
1797,sv
1798,cs
1799,pl
1800,sv
1801,sl
1802,et
1803,nl
1804,de
1805,da
1806,lv
1807,de
1808,et
1809,sv
1810,sl
1811,es
1812,fi
1813,pt
1814,fr
1815,bg
1816,pt
1817,de
1818,de
1819,es
1820,hu
1821,fr
1822,ro
1823,bg
1824,sl
1825,ro
1826,ro
1827,et
1828,pl
1829,de
1830,pl
1831,et
1832,fi
1833,es
1834,ro
1835,sl
1836,hu
1837,fr
1838,sl
1839,sk
1840,da
1841,et
1842,cs
1843,fi
1844,lt
1845,da
1846,da
1847,fi
1848,es
1849,da
1850,es
1851,it
1852,nl
1853,ro
1854,pl
1855,lt
1856,et
1857,el
1858,nl
1859,es
1860,da
1861,da
1862,pl
1863,nl
1864,fr
1865,sv
1866,el
1867,sk
1868,es
1869,sl
1870,pt
1871,sl
1872,sv
1873,es
1874,et
1875,ro
1876,de
1877,lv
1878,fi
1879,ro
1880,et
1881,cs
1882,lt
1883,ro
1884,es
1885,it
1886,el
1887,ro
1888,cs
1889,ro
1890,fi
1891,sv
1892,ro
1893,es
1894,fi
1895,fi
1896,fi
1897,pt
1898,ro
1899,et
1900,de
1901,et
1902,es
1903,fi
1904,sl
1905,de
1906,sv
1907,fr
1908,da
1909,pl
1910,sl
1911,lt
1912,nl
1913,sv
1914,sk
1915,et
1916,fi
1917,da
1918,hu
1919,sk
1920,lv
1921,de
1922,sl
1923,es
1924,hu
1925,fr
1926,sv
1927,et
1928,sl
1929,es
1930,es
1931,fr
1932,sl
1933,es
1934,pl
1935,ro
1936,fr
1937,ro
1938,lv
1939,it
1940,el
1941,es
1942,es
1943,fi
1944,de
1945,pt
1946,fr
1947,sv
1948,de
1949,sl
1950,pt
1951,sl
1952,et
1953,de
1954,es
1955,fr
1956,et
1957,cs
1958,es
1959,ro
1960,sl
1961,de
1962,da
1963,sl
1964,sv
1965,sv
1966,fi
1967,da
1968,nl
1969,it
1970,el
1971,ro
1972,nl
1973,fi
1974,el
1975,hu
1976,nl
1977,hu
1978,pl
1979,de
1980,pl
1981,es
1982,ro
1983,es
1984,nl
1985,fi
1986,lt
1987,pl
1988,pt
1989,et
1990,fi
1991,nl
1992,hu
1993,lt
1994,fi
1995,nl
1996,sv
1997,pt
1998,de
1999,es
2000,de
2001,et
2002,pl
2003,lt
2004,pt
2005,es
2006,da
2007,bg
2008,lv
2009,de
2010,da
2011,fr
2012,bg
2013,hu
2014,lv
2015,cs
2016,lt
2017,bg
2018,lv
2019,et
2020,de
2021,nl
2022,sl
2023,pl
2024,lv
2025,fi
2026,bg
2027,sl
2028,sk
2029,lv
2030,el
2031,lt
2032,hu
2033,pl
2034,nl
2035,ro
2036,it
2037,pt
2038,ro
2039,bg
2040,et
2041,lv
2042,nl
2043,fr
2044,sk
2045,et
2046,hu
2047,lv
2048,de
2049,es
2050,fr
2051,nl
2052,ro
2053,nl
2054,de
2055,sk
2056,it
2057,sl
2058,de
2059,pl
2060,et
2061,sv
2062,cs
2063,lv
2064,it
2065,pl
2066,fi
2067,el
2068,sl
2069,sv
2070,es
2071,nl
2072,sk
2073,pt
2074,lv
2075,sk
2076,pl
2077,ro
2078,lv
2079,sl
2080,cs
2081,nl
2082,sv
2083,lt
2084,pl
2085,et
2086,fr
2087,sv
2088,es
2089,sk
2090,lv
2091,ro
2092,lt
2093,da
2094,fr
2095,es
2096,nl
2097,da
2098,es
2099,da
2100,es
2101,lv
2102,fr
2103,de
2104,cs
2105,fi
2106,it
2107,sk
2108,da
2109,da
2110,pl
2111,lt
2112,pl
2113,da
2114,da
2115,ro
2116,fi
2117,nl
2118,ro
2119,nl
2120,pt
2121,pl
2122,it
2123,es
2124,lv
2125,da
2126,es
2127,fi
2128,hu
2129,fr
2130,sl
2131,el
2132,nl
2133,da
2134,it
2135,es
2136,nl
2137,da
2138,es
2139,ro
2140,ro
2141,es
2142,el
2143,it
2144,es
2145,de
2146,sv
2147,fr
2148,et
2149,hu
2150,el
2151,ro
2152,pl
2153,lt
2154,fr
2155,es
2156,sk
2157,nl
2158,es
2159,sv
2160,lv
2161,ro
2162,fi
2163,de
2164,nl
2165,nl
2166,it
2167,da
2168,nl
2169,hu
2170,lt
2171,lv
2172,cs
2173,de
2174,es
2175,fr
2176,cs
2177,sl
2178,da
2179,cs
2180,cs
2181,el
2182,bg
2183,fr
2184,es
2185,pl
2186,fr
2187,el
2188,de
2189,pl
2190,ro
2191,es
2192,sv
2193,et
2194,it
2195,ro
2196,fr
2197,cs
2198,it
2199,lv
2200,el
2201,sl
2202,el
2203,de
2204,da
2205,sv
2206,de
2207,fi
2208,es
2209,fi
2210,lt
2211,nl
2212,nl
2213,hu
2214,hu
2215,lt
2216,hu
2217,es
2218,sv
2219,da
2220,lt
2221,fi
2222,es
2223,et
2224,bg
2225,sv
2226,hu
2227,el
2228,lt
2229,cs
2230,sv
2231,fr
2232,sv
2233,de
2234,lt
2235,sv
2236,et
2237,es
2238,lt
2239,et
2240,da
2241,fr
2242,da
2243,es
2244,nl
2245,bg
2246,ro
2247,it
2248,el
2249,es
2250,da
2251,fr
2252,bg
2253,ro
2254,lv
2255,fr
2256,sl
2257,fr
2258,bg
2259,pl
2260,da
2261,nl
2262,de
2263,pt
2264,el
2265,fi
2266,de
2267,pl
2268,de
2269,et
2270,da
2271,bg
2272,it
2273,et
2274,da
2275,bg
2276,es
2277,de
2278,lt
2279,et
2280,es
2281,fr
2282,lv
2283,hu
2284,it
2285,sv
2286,sk
2287,sv
2288,it
2289,bg
2290,sv
2291,ro
2292,es
2293,lt
2294,nl
2295,ro
2296,it
2297,lv
2298,el
2299,de
2300,et
2301,el
2302,et
2303,pt
2304,ro
2305,cs
2306,es
2307,hu
2308,nl
2309,sv
2310,fr
2311,pt
2312,fi
2313,hu
2314,sv
2315,sl
2316,it
2317,pt
2318,lv
2319,sv
2320,it
2321,pt
2322,da
2323,et
2324,pl
2325,el
2326,fr
2327,de
2328,ro
2329,lt
2330,sv
2331,fr
2332,da
2333,it
2334,nl
2335,sk
2336,et
2337,sv
2338,cs
2339,lt
2340,lt
2341,sl
2342,fi
2343,sl
2344,sk
2345,fr
2346,es
2347,es
2348,el
2349,lt
2350,ro
2351,el
2352,cs
2353,nl
2354,de
2355,fr
2356,sk
2357,es
2358,sk
2359,es
2360,ro
2361,lt
2362,lt
2363,cs
2364,pl
2365,pl
2366,lt
2367,nl
2368,et
2369,fr
2370,lv
2371,de
2372,bg
2373,hu
2374,da
2375,pl
2376,sv
2377,it
2378,nl
2379,lv
2380,ro
2381,cs
2382,es
2383,sk
2384,lv
2385,et
2386,es
2387,lv
2388,es
2389,cs
2390,da
2391,es
2392,nl
2393,lt
2394,de
2395,it
2396,pt
2397,ro
2398,fr
2399,et
2400,pt
2401,lv
2402,lv
2403,it
2404,fr
2405,sv
2406,sv
2407,sl
2408,da
2409,sv
2410,bg
2411,lv
2412,pl
2413,hu
2414,sv
2415,de
2416,es
2417,fr
2418,pl
2419,et
2420,lt
2421,lv
2422,es
2423,it
2424,it
2425,it
2426,da
2427,ro
2428,es
2429,sv
2430,it
2431,it
2432,pt
2433,ro
2434,es
2435,sl
2436,it
2437,sv
2438,fi
2439,pl
2440,sk
2441,it
2442,lt
2443,da
2444,lv
2445,sv
2446,da
2447,sk
2448,cs
2449,et
2450,fi
2451,nl
2452,el
2453,el
2454,hu
2455,nl
2456,et
2457,hu
2458,nl
2459,lv
2460,fi
2461,fi
2462,da
2463,sl
2464,de
2465,es
2466,da
2467,lt
2468,pt
2469,et
2470,it
2471,da
2472,pt
2473,de
2474,lt
2475,it
2476,es
2477,el
2478,sv
2479,es
2480,pt
2481,de
2482,es
2483,ro
2484,es
2485,hu
2486,el
2487,et
2488,es
2489,es
2490,it
2491,ro
2492,es
2493,sv
2494,et
2495,sv
2496,fr
2497,de
2498,bg
2499,lv
2500,fr
2501,et
2502,it
2503,sv
2504,nl
2505,sv
2506,es
2507,pt
2508,fi
2509,et
2510,et
2511,pt
2512,it
2513,da
2514,pl
2515,fr
2516,fr
2517,de
2518,et
2519,fr
2520,nl
2521,sl
2522,pt
2523,sk
2524,ro
2525,da
2526,lv
2527,sv
2528,pt
2529,da
2530,et
2531,hu
2532,sl
2533,da
2534,nl
2535,pt
2536,es
2537,fr
2538,el
2539,bg
2540,sv
2541,lv
2542,da
2543,fi
2544,hu
2545,lt
2546,pl
2547,cs
2548,sl
2549,nl
2550,cs
2551,cs
2552,nl
2553,nl
2554,hu
2555,fi
2556,da
2557,lt
2558,fr
2559,sl
2560,de
2561,ro
2562,nl
2563,it
2564,nl
2565,et
2566,et
2567,et
2568,pl
2569,es
2570,es
2571,bg
2572,it
2573,bg
2574,fi
2575,de
2576,es
2577,lt
2578,nl
2579,nl
2580,pt
2581,bg
2582,da
2583,bg
2584,de
2585,sl
2586,fr
2587,hu
2588,sl
2589,fr
2590,sv
2591,it
2592,nl
2593,ro
2594,sl
2595,hu
2596,bg
2597,ro
2598,lt
2599,es
2600,et
2601,it
2602,hu
2603,pl
2604,bg
2605,sv
2606,sv
2607,sl
2608,nl
2609,nl
2610,sv
2611,fr
2612,sk
2613,lv
2614,es
2615,sk
2616,sk
2617,it
2618,es
2619,nl
2620,pt
2621,hu
2622,el
2623,fr
2624,nl
2625,pl
2626,lv
2627,fi
2628,nl
2629,hu
2630,cs
2631,sl
2632,fr
2633,et
2634,el
2635,cs
2636,bg
2637,nl
2638,cs
2639,hu
2640,fr
2641,de
2642,it
2643,fr
