iter	MultiClass
352	0.02917225944
353	0.02908205805
354	0.02893171127
355	0.02884351024
356	0.02877590824
357	0.02869881848
358	0.02858436587
359	0.02844391429
360	0.02833018212
361	0.02822533827
362	0.0281460891
363	0.02798883511
364	0.02787226586
365	0.02778644632
366	0.02774444656
367	0.02768182646
368	0.02760390783
369	0.02756000135
370	0.02745998547
371	0.02733646795
372	0.02727937072
373	0.02720096853
374	0.0271131807
375	0.02701409119
376	0.02696887463
377	0.02692535392
378	0.02685158061
379	0.02675280009
380	0.0266545702
381	0.02657235781
382	0.02648790808
383	0.02638677836
384	0.02628703044
385	0.02618828
386	0.02608650878
387	0.02604306539
388	0.02597359067
389	0.02588615963
390	0.02582195902
391	0.02578347936
392	0.02571618115
393	0.0256357712
394	0.02553130282
395	0.02542269934
396	0.02535511711
397	0.02530161566
398	0.02523617003
399	0.02514459401
400	0.02505843673
401	0.02497710264
402	0.02490096382
403	0.02483479839
404	0.02475844039
405	0.02467578663
406	0.02464497545
407	0.02458045924
408	0.02451124934
409	0.02444358515
410	0.02438115893
411	0.02429851796
412	0.02422322285
413	0.02415258539
414	0.02408580079
415	0.02402463943
416	0.02391888203
417	0.02385684484
418	0.02380376175
419	0.02370392665
420	0.02362426506
421	0.02357104937
422	0.02349689777
423	0.02344420919
424	0.02333273271
425	0.02328246552
426	0.02321350431
427	0.02316435911
428	0.02308678992
429	0.02299164408
430	0.02290511708
431	0.02282007237
432	0.02274831967
433	0.0227097517
434	0.02264072904
435	0.02260460801
436	0.02252966709
437	0.02248818513
438	0.02243229369
439	0.02239304533
440	0.02232937835
441	0.02225184965
442	0.02219935903
443	0.02210974463
444	0.02203807049
445	0.02199402145
446	0.02192054651
447	0.02183857785
448	0.02172190541
449	0.02167344061
450	0.02161328425
451	0.02157342122
452	0.02147498093
453	0.02141013017
454	0.02136697387
455	0.02132944838
456	0.02124410082
457	0.02118685422
458	0.0211360425
459	0.02108123221
460	0.02104351865
461	0.02102385822
462	0.02095814116
463	0.02091028135
464	0.02088526483
465	0.02081755276
466	0.02076418194
467	0.02072801105
468	0.02065670627
469	0.02061516501
470	0.02053137216
471	0.02045444251
472	0.02040019636
473	0.02033062749
474	0.02024531805
475	0.02022046035
476	0.02014436445
477	0.02007888367
478	0.02002225156
479	0.01995435485
480	0.01990996527
481	0.0198392243
482	0.01981029167
483	0.01976942676
484	0.01970998891
485	0.0196794764
486	0.01963239946
487	0.01957405413
488	0.01954867775
489	0.01949764391
490	0.01945968845
491	0.01943472307
492	0.01939133073
493	0.01931471982
494	0.01928030492
495	0.01924340376
496	0.01920213016
497	0.01915655397
498	0.01910149914
499	0.01907860341
500	0.01901903882
501	0.01897678738
502	0.0189008684
503	0.01884782148
504	0.01880887235
505	0.0187617853
506	0.01873145402
507	0.01869716842
508	0.01866927067
509	0.01862699934
510	0.01857737736
511	0.0185190527
512	0.01847710169
513	0.01844067012
514	0.01839429592
515	0.01834669666
516	0.01830727004
517	0.01827769475
518	0.0182528611
519	0.01819929027
520	0.01814996847
521	0.01810395712
522	0.01807159203
523	0.01805514334
524	0.01800391014
525	0.01798156787
526	0.01793402922
527	0.01788223785
528	0.01781080806
529	0.01777014333
530	0.01773369848
531	0.01769014824
532	0.01763952467
533	0.0175941524
534	0.01755448032
535	0.01752057889
536	0.01749254752
537	0.01747027818
538	0.01742888432
539	0.01736859926
540	0.01733555509
541	0.01731828316
542	0.01728462711
543	0.0172499345
544	0.01721849077
545	0.01719502903
546	0.01714128122
547	0.0170764253
548	0.01704939998
549	0.01699845969
550	0.01695231964
551	0.01692064019
552	0.01686577993
553	0.01682765258
554	0.01679187191
555	0.01675433688
556	0.0167286688
557	0.0167025815
558	0.01664468075
559	0.0165887438
560	0.01654692139
561	0.0164854828
562	0.0164541714
563	0.01640793443
564	0.01638385481
565	0.01636134405
566	0.01632080652
567	0.01627511916
568	0.01624259277
569	0.01619900457
570	0.01616293597
571	0.01613878303
572	0.01610010428
573	0.01607742816
574	0.01605309292
575	0.0160112183
576	0.01598447905
577	0.01593329745
578	0.01590913208
579	0.01588109041
580	0.0158702036
581	0.01584324171
582	0.01577711558
583	0.01574428561
584	0.01569632941
585	0.01566619217
586	0.01564359365
587	0.01562276414
588	0.01561333086
589	0.01559189871
590	0.01556896413
591	0.01550699198
592	0.01548125303
593	0.01547192016
594	0.01543599025
595	0.01541402188
596	0.01538668205
597	0.0153523527
598	0.01531998768
599	0.01529510975
600	0.01527899434
601	0.01524332914
602	0.01521720931
603	0.01518973582
604	0.01516885166
605	0.0151442418
606	0.01510658205
607	0.01507751237
608	0.01506027237
609	0.0150359223
610	0.01500966855
611	0.01497606777
612	0.0149475876
613	0.0149170828
614	0.01489133377
615	0.01487349467
616	0.01485381741
617	0.01483935026
618	0.01481151411
619	0.01478795048
620	0.01477813538
621	0.01475150478
622	0.01470931427
623	0.01469730696
624	0.01466807875
625	0.01463639906
626	0.01461986311
627	0.01459945264
628	0.01456235347
629	0.01451527622
630	0.01449143491
631	0.01445276515
632	0.01442378639
633	0.01440564796
634	0.01436743253
635	0.01433536604
636	0.01430847254
637	0.01428350233
638	0.01426122
639	0.01423138598
640	0.01420651594
641	0.01417736048
642	0.0141449199
643	0.01410717505
644	0.01408043138
645	0.01405523461
646	0.01403893623
647	0.01400379176
648	0.01397742545
649	0.01396235969
650	0.01394609651
651	0.01391849845
652	0.01389851521
653	0.01388755525
654	0.01385322593
655	0.01383501588
656	0.01379952596
657	0.01376372902
658	0.01374577384
659	0.01371817378
660	0.01370321319
661	0.01367252671
662	0.01365269847
663	0.0136274849
664	0.01360227423
665	0.01357237675
666	0.01355540943
667	0.01352955077
668	0.01351860633
669	0.0134956592
670	0.01348076959
671	0.01345396847
672	0.01343165578
673	0.01342187194
674	0.01341135345
675	0.01340424782
676	0.01338862302
677	0.01337749309
678	0.0133587241
679	0.01333582295
680	0.01331019709
681	0.01327858794
682	0.01325168691
683	0.01324242731
684	0.0132102374
685	0.01319130859
686	0.01314915654
687	0.01312579816
688	0.01309461097
689	0.01307099981
690	0.01305224264
691	0.01303157954
692	0.0130060589
693	0.01298779845
694	0.01297807873
695	0.01295138924
696	0.0129261451
697	0.01289687477
698	0.01287739491
699	0.01284598927
700	0.01282142884
701	0.01278806572
702	0.01276825731
703	0.01275206697
704	0.01272507063
705	0.01269017609
706	0.0126730978
707	0.01265412554
708	0.01263074826
709	0.01261893052
710	0.01259513481
711	0.01258302746
712	0.01256492863
713	0.01253908207
714	0.01250982832
715	0.01248834822
716	0.01247582232
717	0.01245461025
718	0.01242205902
719	0.01241201148
720	0.01238482291
721	0.01236423378
722	0.01233572212
723	0.01230594241
724	0.01229496609
725	0.01227826078
726	0.01225608337
727	0.01223443648
728	0.01221733915
729	0.01219930362
730	0.01218050579
731	0.01215291083
732	0.01213748557
733	0.01212589828
734	0.01210595048
735	0.01208400802
736	0.01206034177
737	0.01204558342
738	0.0120169101
739	0.01200041719
740	0.01198222968
741	0.01195894549
742	0.01195075617
743	0.01191876006
744	0.0118933471
745	0.01186484522
746	0.01183804628
747	0.01181671851
748	0.01180033214
749	0.01178935712
750	0.01176937048
751	0.01173029155
752	0.01170600646
753	0.0116978274
754	0.0116872106
755	0.01166068614
756	0.01163880164
757	0.01161302013
758	0.01160009487
759	0.01158362285
760	0.01155733236
761	0.01154259855
762	0.01152577727
763	0.01151075298
764	0.01148184712
765	0.01145814284
766	0.01144041531
767	0.01141731994
768	0.01140977596
769	0.01139271315
770	0.0113709854
771	0.01135082898
772	0.01133349415
773	0.01130685095
774	0.01129111994
775	0.01127517192
776	0.01125656365
777	0.01124001277
778	0.01121594564
779	0.01119984182
780	0.01118067327
781	0.01115020533
782	0.01113582383
783	0.0111047832
784	0.01108659088
785	0.01107469987
786	0.0110591643
787	0.01104574593
788	0.01101908829
789	0.01098396525
790	0.01097156281
791	0.01095605229
792	0.01094251556
793	0.01092847238
794	0.01089175743
795	0.01087966986
796	0.0108629742
797	0.0108284594
798	0.01081220355
799	0.01080431257
800	0.01078955516
801	0.01077449781
802	0.01075952101
803	0.01073910836
804	0.01072386619
805	0.01071711197
806	0.01069847101
807	0.01067797455
808	0.01065321942
809	0.01063587589
810	0.01062523654
811	0.01060288456
812	0.01058834204
813	0.01056392112
814	0.01054875615
815	0.01053772016
816	0.01052579416
817	0.01050703011
818	0.01048830727
819	0.01047629189
820	0.01046656719
821	0.01045742367
822	0.01044998058
823	0.01043289328
824	0.01041714584
825	0.0104018056
826	0.01038435135
827	0.01036600772
828	0.01035193198
829	0.01034148475
830	0.01032392456
831	0.01031290474
832	0.01029491397
833	0.01027590966
834	0.01026839659
835	0.0102588094
836	0.01023659347
837	0.01022410477
838	0.01021362172
839	0.01020894697
840	0.0102007674
841	0.01018415425
842	0.01017127345
843	0.01014449544
844	0.01013207626
845	0.01012297229
846	0.01010815513
847	0.01009204507
848	0.01006694139
849	0.010044775
850	0.01003954868
851	0.01002100642
852	0.01001080734
853	0.009992821217
854	0.00998486248
855	0.009965648498
856	0.009956484235
857	0.009945697697
858	0.009940009596
859	0.009930104887
860	0.009916052713
861	0.009900892613
862	0.009876111203
863	0.009862761697
864	0.009847332774
865	0.009829998136
866	0.009812827551
867	0.009802153726
868	0.009789502332
869	0.009779587671
870	0.009770009044
871	0.00975710537
872	0.009745743388
873	0.009739326342
874	0.009728376808
875	0.009718531979
876	0.009707121934
877	0.009692135955
878	0.009686475111
879	0.009667249036
880	0.009657292668
881	0.009649114019
882	0.009627630966
883	0.00962253304
884	0.009613455887
885	0.00960109516
886	0.009586934262
887	0.00956933055
888	0.009552625103
889	0.009540580622
890	0.009528088673
891	0.009519808871
892	0.009504258903
893	0.009491243698
894	0.009483118317
895	0.00947004825
896	0.009458093341
897	0.009446640357
898	0.009434661416
899	0.009411953435
900	0.009402509966
901	0.009392831556
902	0.009381097308
903	0.0093688504
904	0.009352535079
905	0.009343956543
906	0.009323545319
907	0.009311591391
908	0.009298772589
909	0.009293950214
910	0.009284600245
911	0.009265582196
912	0.009256702063
913	0.009242777249
914	0.009234854487
915	0.009219443819
916	0.009212343723
917	0.009200816122
918	0.009187414953
919	0.009180976592
920	0.009169341198
921	0.009163477585
922	0.009147033637
923	0.009131121791
924	0.009117728461
925	0.009104497508
926	0.009098376657
927	0.009077154813
928	0.009066931843
929	0.009054235348
930	0.00904293517
931	0.009033892587
932	0.009023755225
933	0.009002651118
934	0.008994858152
935	0.008988347969
936	0.008981967347
937	0.008970319966
938	0.008947318924
939	0.008938752906
940	0.008928928085
941	0.008914784151
942	0.008903051785
943	0.008891587595
944	0.008887263686
945	0.008879123304
946	0.008869934419
947	0.008860397691
948	0.00884326193
949	0.008834906516
950	0.008816684843
951	0.008806924412
952	0.008794499485
953	0.008782145391
954	0.008771702541
955	0.008764633206
956	0.008757941428
957	0.008746262411
958	0.008742285994
959	0.008730944042
960	0.008724389359
961	0.008715957116
962	0.008704692489
963	0.008697686968
964	0.008671819909
965	0.008661568841
966	0.008652780979
967	0.008639860799
968	0.008628533416
969	0.008616981871
970	0.008611526864
971	0.008603088072
972	0.008592204523
973	0.008586105346
974	0.008572999019
975	0.008556160644
976	0.008541727709
977	0.008533316748
978	0.008523779525
979	0.008514076824
980	0.008503246227
981	0.008494755998
982	0.008485949595
983	0.008481191977
984	0.00847587247
985	0.008465209222
986	0.008455708175
987	0.008446949183
988	0.008438627675
989	0.008426883816
990	0.008414605618
991	0.008397410908
992	0.008390489682
993	0.008371809885
994	0.008362659128
995	0.008352058254
996	0.008338370021
997	0.008328772883
998	0.008319188644
999	0.008310816423
