index,critical_temp
186,10.633813
187,19.307693
188,63.281326
189,3.8047783
190,0.081666
191,20.143734
192,84.89388
193,7.5678654
194,82.4689
195,1.2757169
196,86.96731
197,44.78753
198,61.58193
199,11.62114
200,20.12151
201,18.64712
202,4.313813
203,1.9645684
204,9.276184
205,13.663744
206,38.483307
207,3.4784675
208,39.186535
209,75.29523
210,3.996055
211,8.725613
212,82.17366
213,40.949997
214,120.00395
215,26.140387
216,2.8471937
217,77.835655
218,31.16761
219,19.5402
220,5.5427413
221,10.397132
222,90.2852
223,17.627579
224,3.360886
225,33.22243
226,73.40882
227,28.589983
228,103.125565
229,17.982357
230,78.435425
231,78.966896
232,1.639568
233,3.2919216
234,9.752762
235,11.583769
236,93.413185
237,62.409817
238,2.9002452
239,24.5761
240,1.9791812
241,75.7799
242,2.033092
243,3.7576964
244,119.456726
245,12.808384
246,81.185196
247,91.26238
248,7.892451
249,5.8053966
250,0.9066963
251,36.64808
252,74.21377
253,7.836812
254,9.660619
255,36.276176
256,3.179262
257,2.7957218
258,3.1057806
259,88.29101
260,82.49184
261,5.7524176
262,125.46465
263,1.324221
264,9.10604
265,25.956608
266,16.171246
267,98.11631
268,28.965601
269,89.14177
270,20.900398
271,5.31446
272,17.389294
273,26.585518
274,2.179055
275,13.527298
276,64.58445
277,38.061996
278,29.999802
279,-0.143077
280,12.892546
281,0.66143394
282,9.029345
283,4.561846
284,29.173254
285,5.2407465
286,32.353718
287,2.2665374
288,2.16363
289,70.72737
290,5.059041
291,0.8558141
292,56.0785
293,22.14357
294,19.090305
295,70.66623
296,55.379543
297,4.947146
298,24.221241
299,8.669078
300,99.921036
301,3.104574
302,6.7814074
303,25.520058
304,83.214355
305,20.332258
306,4.094827
307,64.189995
308,21.39419
309,89.79228
310,85.87653
311,82.32266
312,15.7505455
313,33.56597
314,6.3648252
315,25.211151
316,48.039627
317,16.565647
318,2.6644228
319,2.2611356
320,28.333435
321,74.98791
322,34.448627
323,11.977492
324,2.566388
325,8.830875
326,79.876976
327,53.50791
328,9.1102915
329,86.39373
330,4.341953
331,3.9423723
332,64.595085
333,1.8511227
334,27.200968
335,32.102398
336,1.4978516
337,1.7159848
338,67.75229
339,36.211746
340,-2.991497
341,60.43263
342,2.8353152
343,7.771236
344,10.57552
345,49.716747
346,15.785554
347,118.91301
348,1.4744848
349,27.970015
350,21.669285
351,59.82203
352,86.49072
353,5.551237
354,25.000706
355,17.65431
356,2.6987188
357,85.14053
358,26.281767
359,3.289482
360,27.864733
361,98.46141
362,52.107143
363,32.33612
364,1.2326599
365,72.21803
366,22.067465
367,3.311912
368,26.482561
369,79.85959
370,117.47537
371,77.60766
372,61.01819
373,74.24369
374,9.372802
375,75.13877
376,68.05923
377,10.942665
378,5.5867925
379,4.7451186
380,50.62472
381,1.9561183
382,98.49339
383,11.987787
384,81.90915
385,11.216036
386,8.614826
387,1.6639725
388,20.431898
389,26.370157
390,65.294525
391,109.40652
392,9.766488
393,1.154782
394,47.097515
395,77.10716
396,15.027525
397,29.361439
398,39.87987
399,18.940922
400,73.35263
401,10.114439
402,86.39373
403,28.687868
404,91.472435
405,35.934486
406,3.774645
407,4.30309
408,6.332927
409,56.47825
410,83.10508
411,27.152004
412,27.822952
413,24.44416
414,22.135136
415,113.27312
416,3.4941056
417,2.5071824
418,4.053193
419,18.560768
420,4.163953
421,38.303288
422,69.81505
423,75.56205
424,78.54029
425,4.4214616
426,6.506006
427,84.98286
428,3.4941056
429,2.3068216
430,4.0791125
431,39.751698
432,44.49345
433,3.1090975
434,15.481669
435,81.55711
436,82.30836
437,2.4152875
438,78.955925
439,61.70873
440,77.00102
441,3.1851397
442,7.1368
443,16.37554
444,6.6790433
445,85.95939
446,1.8495032
447,3.1887953
448,16.59116
449,67.19833
450,64.73024
451,65.08827
452,47.75449
453,23.144669
454,82.12329
455,5.6132026
456,8.431669
457,3.2056537
458,33.290623
459,69.894295
460,82.34726
461,4.184654
462,84.439415
463,5.228514
464,7.596588
465,19.980734
466,21.471058
467,9.097908
468,19.111103
469,78.94596
470,57.8616
471,12.533853
472,116.94935
473,55.30862
474,28.076502
475,40.124283
476,21.077566
477,57.8616
478,5.6460843
479,37.1848
480,86.82843
481,1.9604584
482,25.577894
483,60.28846
484,11.54679
485,11.389094
486,51.980576
487,3.1486936
488,48.355362
489,90.81066
490,57.037495
491,3.595271
492,5.504298
493,112.03889
494,2.680589
495,1.7151812
496,10.157185
497,83.33109
498,24.443325
499,26.718203
500,16.942364
501,3.8045478
502,9.978912
503,19.814684
504,8.307251
505,15.481669
506,24.50566
507,83.81422
508,90.20888
509,6.744323
510,32.11732
511,10.795532
512,4.4613314
513,33.39979
514,7.480242
515,15.340549
516,27.930851
517,1.7151812
518,5.4650674
519,20.336576
520,0.14409348
521,6.6416297
522,17.051823
523,77.17351
524,34.6479
525,25.016497
526,2.285303
527,26.9757
528,37.865395
529,11.851635
530,1.1986829
531,84.49225
532,11.197089
533,39.865807
534,8.310095
535,68.46261
536,3.1234343
537,5.850836
538,38.78673
539,8.34969
540,13.199707
541,77.506256
542,3.4328222
543,0.35767692
544,15.632403
545,73.83078
546,5.6136265
547,9.693254
548,16.740171
549,3.0385842
550,8.910649
551,3.0150354
552,123.921974
553,1.85008
554,3.898379
555,90.204056
556,10.161901
557,25.577894
558,4.144911
559,11.630731
560,44.768707
561,23.888897
562,2.4999743
563,32.987064
564,10.226279
565,56.755737
566,75.10571
567,5.216413
568,94.68474
569,16.121952
570,4.9847054
571,8.187355
572,55.160385
573,38.377693
574,75.79066
575,33.722183
576,5.2407465
577,2.3586428
578,14.67488
579,2.991213
580,9.029345
581,1.6428553
582,5.7851644
583,32.226364
584,17.57412
585,2.9984286
586,38.3265
587,76.33419
588,4.2467494
589,3.6570938
590,29.135658
591,4.8174467
592,6.989857
593,9.225767
594,64.09471
595,89.26443
596,88.681725
597,4.1127667
598,15.823472
599,7.3994093
600,93.51164
601,34.961597
602,31.159798
603,17.82606
604,79.4354
605,36.013725
606,18.128904
607,32.987064
608,97.19088
609,5.4099975
610,101.694626
611,4.2451625
612,5.505837
613,3.3998606
614,8.247843
615,87.34069
616,85.82128
617,44.62317
618,91.08012
619,29.085026
620,8.83919
621,12.139233
622,2.2376208
623,16.44831
624,24.786919
625,16.231236
626,42.5931
627,-0.48241425
628,2.907561
629,3.8086505
630,78.30596
631,71.45655
632,28.809849
633,0.5236828
634,18.165283
635,89.986595
636,14.373744
637,79.95523
638,-0.7302944
639,12.923315
640,48.599228
641,72.68468
642,30.919676
643,15.985419
644,8.456075
645,1.9986955
646,41.240406
647,18.980307
648,6.908812
649,1.7059302
650,36.64808
651,33.127144
652,76.30439
653,2.1711106
654,76.30701
655,74.55984
656,49.02833
657,2.5322428
658,70.95238
659,12.8676605
660,8.363083
661,83.654526
662,43.785126
663,3.3007224
664,57.471542
665,90.38952
666,28.879276
667,9.517418
668,52.76171
669,18.780048
670,86.859604
671,4.4574146
672,9.198389
673,3.9975808
674,50.71604
675,4.7235217
676,4.846796
677,43.768696
678,6.8024626
679,21.560936
680,6.526577
681,54.106678
682,49.136154
683,2.2032006
684,-0.84385973
685,14.7609215
686,8.844487
687,6.6776505
688,4.706156
689,3.5897899
690,10.773202
691,86.39373
692,14.371812
693,27.591265
694,5.5646462
695,31.800064
696,20.143734
697,70.088356
698,38.868908
699,11.942782
700,48.296387
701,2.462891
702,26.953695
703,66.08077
704,7.7279415
705,84.03176
706,54.107292
707,4.6754384
708,11.1056795
709,7.540073
710,89.14245
711,30.025412
712,4.311484
713,20.057598
714,5.985132
715,87.127304
716,6.0720234
717,36.804317
718,25.520058
719,78.24641
720,44.412315
721,88.64809
722,12.8280525
723,69.81473
724,2.5846584
725,27.245583
726,68.06814
727,41.61014
728,52.91468
729,21.938858
730,90.81066
731,2.144816
732,18.429218
733,79.18885
734,14.825612
735,2.4623933
736,39.799805
737,87.60875
738,30.356335
739,3.1146612
740,7.9827604
741,66.19027
742,79.42684
743,13.240854
744,88.019196
745,4.265413
746,92.55041
747,17.714869
748,91.20081
749,23.440628
750,2.8987257
751,4.379691
752,63.97802
753,63.491867
754,3.5459204
755,1.2711442
756,21.14727
757,71.42157
758,2.8304343
759,66.6911
760,47.42659
761,4.1266685
762,11.651975
763,2.2936192
764,0.71591544
765,92.77629
766,35.934486
767,20.311954
768,49.87867
769,14.838546
770,105.253685
771,20.528246
772,82.01822
773,57.8284
774,34.449894
775,88.51925
776,4.8377037
777,23.626785
778,34.309105
779,2.1485178
780,25.520096
781,6.6464853
782,7.3695946
783,7.8516726
784,7.3847394
785,46.956043
786,127.71075
787,4.0805244
788,64.34061
789,28.033272
790,8.043082
791,6.9718337
792,87.804535
793,3.2151423
794,78.0337
795,82.986755
796,84.97396
797,8.310095
798,26.847322
799,35.791416
800,55.879787
801,107.46627
802,91.62302
803,25.899012
804,8.431669
805,76.30701
806,18.460514
807,69.16235
808,86.30064
809,49.135742
810,4.036295
811,45.879944
812,13.581614
813,85.66833
814,0.9066963
815,21.426546
816,10.453586
817,58.85994
818,64.06284
819,77.498695
820,5.734466
821,9.1102915
822,1.8117911
823,79.20938
824,58.891647
825,98.21731
826,57.8616
827,5.9188266
828,27.542288
829,3.202595
830,3.8601873
831,10.228688
832,12.378009
833,73.248024
834,31.873465
835,4.3429575
836,80.16274
837,18.150873
838,85.14053
839,3.533039
840,24.50566
841,2.3121436
842,19.291037
843,8.656652
844,40.84475
845,20.726826
846,76.63439
847,1.102656
848,16.281448
849,35.431355
850,88.879814
851,10.134257
852,115.237976
853,10.708077
854,9.213006
855,6.7814074
856,20.14104
857,3.9998765
858,58.25733
859,118.4406
860,11.048425
861,104.663246
862,23.980022
863,45.747375
864,2.443058
865,4.69614
866,32.34112
867,30.240946
868,116.94935
869,52.1216
870,3.9617841
871,59.551064
872,57.080784
873,16.57908
874,32.006725
875,2.863225
876,12.471075
877,69.74456
878,3.1835673
879,86.32875
880,2.7012167
881,28.824352
882,5.592644
883,3.6672018
884,1.5897523
885,38.222485
886,88.19199
887,82.18147
888,19.253483
889,20.746145
890,89.26443
891,27.445
892,59.04104
893,6.3378196
894,42.11879
895,5.3780947
896,35.917812
897,2.8313658
898,68.13944
899,3.1910408
900,7.3033366
901,6.391949
902,18.128904
903,7.340015
904,35.11159
905,5.3726954
906,17.314766
907,64.31884
908,66.4203
909,3.2044594
910,129.23863
911,70.99832
912,2.033092
913,16.32801
914,62.400898
915,8.95309
916,2.4090195
917,0.042264197
918,4.234963
919,84.6342
920,49.646557
921,85.7833
922,59.965267
923,45.723087
924,5.000741
925,11.556315
926,35.816227
927,85.2869
928,11.54766
929,22.242193
930,10.433439
931,2.5352027
932,37.335327
933,2.0966046
934,80.438225
935,28.523422
936,42.24453
937,10.095036
938,52.63921
939,75.6871
940,13.329435
941,15.481669
942,3.8712018
943,92.53787
944,6.341996
945,23.091389
946,17.243996
947,4.8747754
948,88.22636
949,2.8575659
950,2.4552567
951,50.034122
952,12.963914
953,68.739456
954,5.66423
955,6.102217
956,57.033817
957,5.847209
958,69.585014
959,92.416725
960,27.591265
961,16.89296
962,3.5193567
963,99.52449
964,79.788284
965,83.96014
966,50.95587
967,56.203217
968,6.174895
969,12.072371
970,6.1784306
971,75.15145
972,6.6416297
973,64.34061
974,54.299126
975,5.953062
976,12.631189
977,23.624405
978,53.141426
979,10.261438
980,10.795292
981,88.50146
982,6.1726336
983,2.3595004
984,0.8137455
985,52.178967
986,59.540848
987,73.35263
988,70.82464
989,115.15346
990,2.4378307
991,1.1817225
992,5.7164645
993,7.9176455
994,7.192726
995,83.54142
996,124.38537
997,90.81066
998,0.65321326
999,83.23846
1000,7.1611996
1001,24.341318
1002,69.53681
1003,9.198389
1004,90.58676
1005,12.804057
1006,27.86014
1007,8.554477
1008,26.225874
1009,29.282223
1010,0.7842119
1011,48.87311
1012,113.91991
1013,33.769867
1014,4.265413
1015,115.181496
1016,50.374077
1017,115.534225
1018,4.3925767
1019,5.2147975
1020,2.4371233
1021,13.364889
1022,36.614105
1023,26.101305
1024,5.4487286
1025,4.8427114
1026,40.03413
1027,90.66618
1028,55.809166
1029,9.692397
1030,60.486423
1031,53.716442
1032,14.896717
1033,116.83592
1034,48.960453
1035,43.65424
1036,30.833014
1037,2.7131784
1038,44.316883
1039,6.671221
1040,14.355551
1041,57.8616
1042,10.226279
1043,73.55416
1044,5.6353464
1045,5.3602448
1046,27.887451
1047,107.0088
1048,12.212122
1049,17.353685
1050,2.7157514
1051,5.569243
1052,4.7366204
1053,57.366512
1054,27.376534
1055,82.17366
1056,34.40733
1057,101.694626
1058,8.195875
1059,42.295094
1060,24.793997
1061,25.818792
1062,16.161377
1063,38.70077
1064,1.0099199
1065,79.26196
1066,19.937525
1067,90.81066
1068,45.335785
1069,4.1823597
1070,92.90126
1071,51.89602
1072,6.3550143
1073,8.397231
1074,28.589983
1075,6.236025
1076,11.00565
1077,11.99202
1078,1.1963398
1079,84.439415
1080,86.79932
1081,4.2278633
1082,36.64808
1083,5.6136265
1084,130.91365
1085,4.0028167
1086,16.137861
1087,16.627886
1088,111.633934
1089,10.056078
1090,18.749666
1091,18.128904
1092,17.314522
1093,0.7528223
1094,87.63713
1095,13.901281
1096,89.26443
1097,85.82128
1098,7.9760213
1099,4.184654
1100,90.55157
1101,5.024344
1102,27.542288
1103,86.39373
1104,0.33262205
1105,3.7110536
1106,5.345181
1107,72.92811
1108,6.78803
1109,36.705967
1110,75.82091
1111,0.30293497
1112,6.784498
1113,41.51393
1114,5.463546
1115,70.998566
1116,55.365604
1117,129.9861
1118,40.654736
1119,70.99928
1120,5.94292
1121,15.016331
1122,3.9466712
1123,4.365687
1124,4.9773364
1125,72.51361
1126,29.985147
1127,19.300941
1128,19.964643
1129,62.074768
1130,80.656166
1131,2.2129166
1132,10.294042
1133,78.630035
1134,8.234785
1135,4.209246
1136,114.360214
1137,15.823472
1138,76.50047
1139,50.8764
1140,75.7956
1141,2.2356203
1142,33.769867
1143,17.609991
1144,3.721054
1145,4.2127514
1146,25.9117
1147,3.0754776
1148,22.1416
1149,11.728221
1150,15.997783
1151,5.7209144
1152,58.26803
1153,90.51548
1154,18.786522
1155,25.70863
1156,61.605095
1157,60.72248
1158,76.93748
1159,17.097404
1160,25.000706
1161,83.37536
1162,54.759666
1163,75.30819
1164,5.4312363
1165,10.852415
1166,3.4941056
1167,111.12447
1168,7.5294333
1169,6.3890533
1170,25.89164
1171,82.19187
1172,47.231293
1173,3.4094503
1174,0.79844964
1175,67.905945
1176,51.037132
1177,7.1103945
1178,78.55119
1179,35.829777
1180,15.281341
1181,5.518266
1182,21.418371
1183,81.04027
1184,4.7926645
1185,82.11208
1186,4.1926003
1187,3.9803479
1188,18.295002
1189,91.94971
1190,7.324532
1191,5.164578
1192,9.260428
1193,76.10684
1194,91.10292
1195,69.25825
1196,8.511966
1197,8.696844
1198,2.0134904
1199,7.477747
1200,11.084748
1201,29.685087
1202,47.982838
1203,90.204056
1204,31.966055
1205,29.48593
1206,32.663548
1207,8.6343355
1208,79.7876
1209,27.970015
1210,4.4985843
1211,1.405754
1212,86.39373
1213,6.401683
1214,17.852638
1215,6.887928
1216,34.49791
1217,108.16794
1218,85.80057
1219,74.15154
1220,2.8437948
1221,108.55305
1222,89.54141
1223,48.515865
1224,19.565134
1225,2.5482059
1226,12.921736
1227,4.4450364
1228,5.3605433
1229,36.404575
1230,17.993979
1231,19.829544
1232,17.5691
1233,18.972683
1234,82.178444
1235,47.735893
1236,84.94562
1237,91.28184
1238,2.6644228
1239,81.33014
1240,13.523326
1241,20.318407
1242,34.40733
1243,11.156495
1244,49.135742
1245,6.8858733
1246,3.420697
1247,40.81293
1248,109.19612
1249,4.968458
1250,29.158178
1251,7.124696
1252,1.0339917
1253,43.018993
1254,71.503365
1255,7.0479245
1256,61.081104
1257,46.626514
1258,90.74211
1259,27.817099
1260,1.3814038
1261,69.523346
1262,73.26096
1263,5.9376493
1264,78.966896
1265,36.628815
1266,16.387342
1267,15.543122
1268,12.584597
1269,70.70948
1270,21.986061
1271,67.74514
1272,4.424161
1273,17.257326
1274,23.819078
1275,9.998197
1276,70.75408
1277,80.24016
1278,6.6701202
1279,27.486208
1280,92.416725
1281,2.747756
1282,19.658728
1283,4.619726
1284,2.1485178
1285,15.630758
1286,10.724649
1287,88.84561
1288,3.0887055
1289,3.8679833
1290,34.854248
1291,25.116716
1292,-0.15825425
1293,72.74859
1294,3.8362825
1295,2.872852
1296,86.39373
1297,60.812664
1298,33.703056
1299,76.69128
1300,62.490562
1301,42.906258
1302,3.751024
1303,4.9864187
1304,7.0496793
1305,2.1114552
1306,93.61409
1307,28.950624
1308,1.627358
1309,74.60505
1310,3.3392522
1311,37.026817
1312,26.445436
1313,2.975496
1314,42.6679
1315,85.65138
1316,17.926958
1317,4.1977344
1318,61.598038
1319,42.405518
1320,3.5343773
1321,1.6392165
1322,2.1334915
1323,21.358921
1324,8.954789
1325,3.3741243
1326,38.92777
1327,6.4908924
1328,13.546817
1329,13.4669485
1330,87.65327
1331,57.170387
1332,3.8199625
1333,90.05874
1334,2.5657263
1335,113.002914
1336,11.892763
1337,3.0701425
1338,53.481964
1339,61.980106
1340,88.681725
1341,8.1496935
1342,20.143734
1343,30.727465
1344,3.3139405
1345,0.77045196
1346,27.031096
1347,14.525255
1348,6.9746385
1349,81.185196
1350,78.245445
1351,15.481669
1352,3.2670941
1353,7.8912244
1354,67.75229
1355,8.700771
1356,4.544666
1357,7.885078
1358,15.4822855
1359,3.202595
1360,3.244794
1361,13.280776
1362,2.62883
1363,10.218493
1364,12.358543
1365,4.95768
1366,29.431156
1367,27.415884
1368,61.02729
1369,92.95362
1370,4.537531
1371,7.8516726
1372,78.68397
1373,3.4727535
1374,8.807088
1375,20.485209
1376,1.2338285
1377,-0.779624
1378,22.823032
1379,38.03453
1380,-0.5554286
1381,2.5991092
1382,15.697333
1383,3.6819692
1384,5.8344913
1385,1.7168235
1386,1.8229697
1387,3.4373398
1388,1.9190025
1389,78.966896
1390,32.823112
1391,36.64808
1392,76.81917
1393,89.54471
1394,26.46811
1395,8.929801
1396,-0.2380726
1397,7.6145344
1398,2.0743277
1399,14.268993
1400,5.9230585
1401,8.803706
1402,14.838546
1403,3.6381085
1404,2.587283
1405,32.544693
1406,45.792053
1407,3.2078722
1408,4.705218
1409,107.46627
1410,2.7688005
1411,1.4433832
1412,8.427828
1413,4.709622
1414,7.0571084
1415,0.91064185
1416,109.75849
1417,80.70726
1418,8.951654
1419,53.2983
1420,88.3166
1421,23.283926
1422,78.933075
1423,18.14681
1424,90.772934
1425,48.717663
1426,86.92752
1427,41.911274
1428,5.6780505
1429,74.65579
1430,12.5438595
1431,16.841766
1432,7.2234178
1433,3.217948
1434,87.75941
1435,58.53588
1436,65.597664
1437,14.621559
1438,55.411514
1439,3.693715
1440,57.8616
1441,10.957818
1442,28.109692
1443,15.239354
1444,74.219124
1445,7.0479245
1446,67.01464
1447,4.0581455
1448,92.2241
1449,86.09939
1450,25.000706
1451,82.38184
1452,12.33947
1453,4.0915103
1454,5.608394
1455,70.70776
1456,54.400414
1457,16.818258
1458,30.573679
1459,3.1855094
1460,90.71196
1461,97.54192
1462,100.000755
1463,4.3511376
1464,31.426622
1465,6.1902647
1466,8.306206
1467,55.932476
1468,21.181097
1469,36.584457
1470,23.230316
1471,17.793467
1472,76.30701
1473,23.497347
1474,23.134285
1475,74.172935
1476,75.69775
1477,40.03413
1478,92.26736
1479,2.9967833
1480,68.851006
1481,26.31053
1482,6.9743023
1483,79.459694
1484,0.07116742
1485,77.228905
1486,50.663296
1487,11.523231
1488,27.576742
1489,74.232765
1490,12.587351
1491,2.960104
1492,115.86099
1493,91.31515
1494,20.34508
1495,76.85774
1496,9.3506975
1497,78.2423
1498,1.2564546
1499,30.458628
1500,5.020035
1501,32.0343
1502,24.308432
1503,38.818092
1504,69.85175
1505,28.318586
1506,53.98553
1507,2.2942204
1508,6.391949
1509,2.5081105
1510,13.1827
1511,31.01391
1512,7.2155375
1513,17.31442
1514,24.262169
1515,16.784645
1516,18.702156
1517,20.352217
1518,0.27496523
1519,3.3482032
1520,73.23215
1521,3.3039296
1522,8.431669
1523,4.908101
1524,16.553612
1525,35.57564
1526,15.531185
1527,63.08618
1528,41.855633
1529,86.39373
1530,6.570865
1531,1.9606878
1532,0.67648166
1533,11.383558
1534,50.740173
1535,7.338449
1536,1.9196773
1537,6.8231163
1538,37.703266
1539,3.4049547
1540,0.83349395
1541,34.817135
1542,6.511035
1543,73.32688
1544,5.1915407
1545,12.143553
1546,69.22526
1547,44.411552
1548,91.58801
1549,78.2423
1550,45.779808
1551,78.42626
1552,6.2786016
1553,6.673086
1554,27.931932
1555,-2.0215747
1556,7.504596
1557,31.210205
1558,13.082026
1559,8.34969
1560,10.068853
1561,77.637924
1562,50.70014
1563,91.94971
1564,79.911064
1565,14.701051
1566,84.775185
1567,21.471058
1568,25.026155
1569,87.89978
1570,3.359957
1571,120.56247
1572,3.3642778
1573,10.8833475
1574,44.412315
1575,11.50252
1576,109.71954
1577,34.406544
1578,20.311954
1579,21.946774
1580,38.303288
1581,2.4579206
1582,56.23839
1583,2.696659
1584,47.884888
1585,3.2673662
1586,111.9907
1587,91.62302
1588,62.339367
1589,106.240585
1590,36.528015
1591,3.660963
1592,54.348835
1593,47.00237
1594,61.58865
1595,8.208936
1596,16.851206
1597,4.123403
1598,56.944695
1599,58.516865
1600,7.941663
1601,22.443485
1602,3.6478746
1603,108.7498
1604,2.975496
1605,19.845268
1606,52.379032
1607,1.0618958
1608,102.27864
1609,27.384315
1610,84.28391
1611,91.62302
1612,69.16016
1613,115.858696
1614,4.185482
1615,88.00929
1616,45.029167
1617,42.869877
1618,81.00546
1619,35.431355
1620,0.48118162
1621,0.65321326
1622,45.4317
1623,2.1400979
1624,-0.28492063
1625,58.01179
1626,1.5116676
1627,25.99226
1628,26.211346
1629,82.17366
1630,41.287804
1631,86.39373
1632,47.29324
1633,6.1040463
1634,8.339495
1635,2.8442712
1636,6.1066027
1637,85.06164
1638,29.953255
1639,86.88506
1640,27.424017
1641,88.67137
1642,2.105615
1643,107.34791
1644,5.264451
1645,94.36318
1646,0.23453292
1647,21.669285
1648,113.16308
1649,2.8663607
1650,2.404557
1651,19.752048
1652,86.49371
1653,18.152699
1654,5.03938
1655,3.9127288
1656,18.4513
1657,64.376465
1658,1.401719
1659,115.15346
1660,1.949671
1661,76.30701
1662,2.4961066
1663,15.229548
1664,3.3705351
1665,5.913148
1666,14.838546
1667,26.017859
1668,52.096424
1669,88.20377
1670,57.32989
1671,2.0465333
1672,81.55195
1673,39.537796
1674,10.664796
1675,78.966896
1676,9.051353
1677,5.7851644
1678,28.500147
1679,6.7501235
1680,86.859604
1681,2.842631
1682,4.7310743
1683,89.94887
1684,28.199474
1685,24.856539
1686,3.9116883
1687,11.158563
1688,35.505127
1689,5.0120296
1690,28.42341
1691,89.80146
1692,5.104419
1693,3.875613
1694,3.7807276
1695,62.37261
1696,79.61367
1697,7.283897
1698,91.94971
1699,1.5218079
1700,78.39332
1701,3.529885
1702,61.884613
1703,50.865852
1704,24.804998
1705,5.1875634
1706,83.03165
1707,49.653225
1708,88.527794
1709,75.87744
1710,34.37121
1711,6.240939
1712,6.3100305
1713,4.642655
1714,17.793467
1715,57.625965
1716,76.30701
1717,98.92611
1718,5.7720404
1719,62.333736
1720,21.168327
1721,76.130356
1722,11.91332
1723,3.3741243
1724,7.8897862
1725,70.389465
1726,113.29623
1727,69.74062
1728,28.076502
1729,78.966896
1730,54.978752
1731,120.76255
1732,4.751669
1733,48.520844
1734,25.9117
1735,34.59077
1736,6.9951434
1737,18.778362
1738,41.710247
1739,2.7131784
1740,3.3052173
1741,0.43221956
1742,55.932476
1743,48.082146
1744,24.586855
1745,1.7159848
1746,1.1223208
1747,3.4941056
1748,18.513203
1749,30.891895
1750,2.6513047
1751,1.1332301
1752,8.021501
1753,7.864701
1754,116.97898
1755,8.647096
1756,2.9200933
1757,0.77045196
1758,68.56944
1759,11.608758
1760,8.290925
1761,12.7786255
1762,-6.635064
1763,38.807495
1764,26.101305
1765,2.6358955
1766,83.82985
1767,57.8616
1768,48.92047
1769,81.71891
1770,9.702455
1771,8.396925
1772,75.61868
1773,61.302654
1774,3.3826709
1775,1.3971808
1776,91.0112
1777,57.843758
1778,69.20922
1779,27.031096
1780,58.649715
1781,9.636625
1782,33.156452
1783,12.923315
1784,56.06954
1785,13.628621
1786,-0.32557678
1787,63.943806
1788,57.46633
1789,1.8875463
1790,84.85069
1791,84.58507
1792,5.8053966
1793,78.358215
1794,11.287313
1795,5.971541
1796,17.327108
1797,31.661015
1798,50.124214
1799,3.9515393
1800,4.3117423
1801,20.34508
1802,37.64143
1803,33.769867
1804,16.672321
1805,4.6188374
1806,17.065098
1807,0.9449419
1808,5.7209144
1809,3.7733405
1810,75.7475
1811,85.58239
1812,1.2123173
1813,4.90446
1814,32.987064
1815,2.7299342
1816,18.674294
1817,90.547195
1818,37.74323
1819,18.54856
